threshold,window,ctrlset,restriction,outcome,fespec,b,se,p,N,households,clusters,meandv,treated_hh,treated_counties,control_hh,control_counties
high_sat80_t,w12_14_c2016,never_only,drop_official2014prov,asinh_rentin,hh_provyear,.2128243724066289,.11095671,.057981756,2048,1024,100,.2744996073125002,195,14,829,86
high_sat80_t,w12_14_c2016,never_only,drop_official2014prov,asinh_rentin,hh_year,.1607720846217551,.066694401,.017772537,2048,1024,100,.2744996073125002,195,14,829,86
high_sat80_t,w12_14_c2016,never_only,full,any_abandon,hh_provyear,-.0941290436162456,.062157918,.13250178,2486,1243,124,.1222847948511665,295,26,948,98
high_sat80_t,w12_14_c2016,never_only,full,any_abandon,hh_year,-.0197454051348067,.045256913,.66338688,2486,1243,124,.1222847948511665,295,26,948,98
high_sat80_t,w12_14_c2016,never_only,full,any_rentin,hh_provyear,.0572762076032184,.056105208,.30931902,2474,1237,124,.1337914308811641,292,26,945,98
high_sat80_t,w12_14_c2016,never_only,full,any_rentin,hh_year,.0293215916503579,.028982837,.3136732,2474,1237,124,.1337914308811641,292,26,945,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_abandon,hh_provyear,-.0810687222560608,.08128415,.32055286,2484,1242,124,.1998749427896016,294,26,948,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_abandon,hh_year,-.0153164183250178,.071404457,.83051062,2484,1242,124,.1998749427896016,294,26,948,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_land_total,hh_provyear,-.1192524645608658,.16067554,.45938462,2390,1195,124,2.016977550209823,291,26,904,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_land_total,hh_year,.0503334150293595,.14855091,.73531604,2390,1195,124,2.016977550209823,291,26,904,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_rentin,hh_provyear,.1557959996166824,.08483766,.06871298,2474,1237,124,.26024054777793,292,26,945,98
high_sat80_t,w12_14_c2016,never_only,full,asinh_rentin,hh_year,.1126152218740042,.05460646,.041284192,2474,1237,124,.26024054777793,292,26,945,98
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_abandon,hh_provyear,-.1144233299275203,.09506236,.23106825,2520,1260,122,.1293650793650794,184,13,1076,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_abandon,hh_year,.0078794245999673,.065766238,.90483272,2520,1260,122,.1293650793650794,184,13,1076,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_rentin,hh_provyear,.0844101131675365,.087801002,.33827847,2512,1256,122,.1468949044585987,182,13,1074,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_rentin,hh_year,.044232304008842,.034696754,.20481361,2512,1256,122,.1468949044585987,182,13,1074,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_abandon,hh_provyear,-.0594193998296567,.11389172,.60282016,2518,1259,122,.2040172932758549,183,13,1076,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_abandon,hh_year,.0446086770516284,.096146576,.64350623,2518,1259,122,.2040172932758549,183,13,1076,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_land_total,hh_provyear,.0159606749098991,.23925397,.94692254,2402,1201,122,1.972693581542667,177,13,1024,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_land_total,hh_year,.2090791121588491,.22876294,.36255792,2402,1201,122,1.972693581542667,177,13,1024,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_rentin,hh_provyear,.220912947749221,.12900251,.089371584,2512,1256,122,.2818946842930974,182,13,1074,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_rentin,hh_year,.1428205683607371,.066448748,.033598952,2512,1256,122,.2818946842930974,182,13,1074,109
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_abandon,hh_provyear,-.106296696127636,.082402833,.19960696,2450,1225,118,.1261224489795919,197,14,1028,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_abandon,hh_year,.0052539058642282,.061789483,.93238354,2450,1225,118,.1261224489795919,197,14,1028,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_rentin,hh_provyear,.0898568132925896,.075277075,.23501751,2442,1221,118,.147010647010647,195,14,1026,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_rentin,hh_year,.0453891138101654,.033285536,.17530237,2442,1221,118,.147010647010647,195,14,1026,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_abandon,hh_provyear,-.087867181998037,.10511513,.40490732,2448,1224,118,.2006673812537444,196,14,1028,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_abandon,hh_year,.0449809533138167,.090973713,.62192327,2448,1224,118,.2006673812537444,196,14,1028,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_land_total,hh_provyear,-.0421095376436945,.21428557,.84455091,2332,1166,118,1.995359632316418,188,14,978,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_land_total,hh_year,.1856555033506088,.216722,.39338797,2332,1166,118,1.995359632316418,188,14,978,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_rentin,hh_provyear,.2128243724066273,.11073054,.057037212,2442,1221,118,.2854435138288923,195,14,1026,104
high_sat80_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_rentin,hh_year,.13917828702221,.063967273,.031582806,2442,1221,118,.2854435138288923,195,14,1026,104
high_sat80_t,w12_14_c2016,never_plus_next,full,any_abandon,hh_provyear,-.0941290436162459,.062060844,.13154443,2882,1441,144,.1197085357390701,295,26,1146,118
high_sat80_t,w12_14_c2016,never_plus_next,full,any_abandon,hh_year,-.0241636347502005,.044315141,.58641857,2882,1441,144,.1197085357390701,295,26,1146,118
high_sat80_t,w12_14_c2016,never_plus_next,full,any_rentin,hh_provyear,.0572762076032184,.056016628,.30827767,2872,1436,144,.1417130919220056,292,26,1144,118
high_sat80_t,w12_14_c2016,never_plus_next,full,any_rentin,hh_year,.0260082383370065,.028532414,.36354864,2872,1436,144,.1417130919220056,292,26,1144,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_abandon,hh_provyear,-.0810687222560608,.081157058,.31952485,2880,1440,144,.1887202627579353,294,26,1146,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_abandon,hh_year,-.0111510560482793,.06805902,.87008536,2880,1440,144,.1887202627579353,294,26,1146,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_land_total,hh_provyear,-.1192524645608663,.1604227,.45848086,2762,1381,144,2.015767986519925,291,26,1090,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_land_total,hh_year,.062173864877483,.14739051,.67378193,2762,1381,144,2.015767986519925,291,26,1090,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_rentin,hh_provyear,.155795999616683,.084703721,.067944266,2872,1436,144,.2713071699240296,292,26,1144,118
high_sat80_t,w12_14_c2016,never_plus_next,full,asinh_rentin,hh_year,.0935709039304542,.05231883,.075816698,2872,1436,144,.2713071699240296,292,26,1144,118
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,any_abandon,hh_provyear,0,0,,762,381,32,.1246719160104987,184,13,197,19
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,any_abandon,hh_year,-.011308739569609,.069955066,.87259221,764,382,33,.1243455497382199,184,13,198,20
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,any_rentin,hh_provyear,0,0,,760,380,32,.1684210526315789,182,13,198,19
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,any_rentin,hh_year,.0274725274725275,.049788568,.58492959,762,381,33,.1692913385826772,182,13,199,20
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_abandon,hh_provyear,0,0,,760,380,32,.1512353603740487,183,13,197,19
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_abandon,hh_year,.0674707804085363,.094056904,.47836834,762,381,33,.1508384171709672,183,13,198,20
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_land_total,hh_provyear,0,0,,724,362,32,1.830568986232483,177,13,185,19
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_land_total,hh_year,.2625218425774179,.24560013,.29311219,726,363,33,1.837145912026724,177,13,186,20
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_rentin,hh_provyear,0,0,,760,380,32,.2939536563536488,182,13,198,19
high_sat80_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_rentin,hh_year,.0500155082208761,.086780049,.56841207,762,381,33,.2980879460092318,182,13,199,20
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,any_abandon,hh_provyear,0,0,,784,392,31,.1224489795918367,197,14,195,17
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,any_abandon,hh_year,-.0104889671604683,.066258669,.87524456,786,393,32,.1221374045801527,197,14,196,18
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,any_rentin,hh_provyear,0,0,,782,391,31,.1636828644501279,195,14,196,17
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,any_rentin,hh_year,.0256930886372507,.048808265,.60235077,784,392,32,.1645408163265306,195,14,197,18
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_abandon,hh_provyear,0,0,,782,391,31,.1488267383113246,196,14,195,17
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_abandon,hh_year,.0671031591242653,.088357881,.4533217,784,392,32,.148447078264612,196,14,196,18
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_land_total,hh_provyear,0,0,,742,371,31,1.851443283165459,188,14,183,17
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_land_total,hh_year,.2434641556882081,.23414379,.30647236,744,372,32,1.857804976085827,188,14,184,18
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_rentin,hh_provyear,0,0,,782,391,31,.2869145811750541,195,14,196,17
high_sat80_t,w12_14_c2016,next_only,drop_official2014prov,asinh_rentin,hh_year,.0483089560068666,.084816165,.57307225,784,392,32,.2909508144249411,195,14,197,18
high_sat80_t,w12_14_c2016,next_only,full,any_abandon,hh_provyear,0,0,,984,492,45,.108739837398374,295,26,197,19
high_sat80_t,w12_14_c2016,next_only,full,any_abandon,hh_year,-.0453175826057185,.049751151,.36720958,986,493,46,.1085192697768763,295,26,198,20
high_sat80_t,w12_14_c2016,next_only,full,any_rentin,hh_provyear,0,0,,980,490,45,.1510204081632653,292,26,198,19
high_sat80_t,w12_14_c2016,next_only,full,any_rentin,hh_year,.0102739726027394,.045646783,.82293952,982,491,46,.1517311608961303,292,26,199,20
high_sat80_t,w12_14_c2016,next_only,full,asinh_abandon,hh_provyear,0,0,,982,491,45,.1368337117530731,294,26,197,19
high_sat80_t,w12_14_c2016,next_only,full,asinh_abandon,hh_year,.0087921936403457,.064863652,.89278251,984,492,46,.136555594452762,294,26,198,20
high_sat80_t,w12_14_c2016,next_only,full,asinh_land_total,hh_provyear,0,0,,952,476,45,1.950134484462908,291,26,185,19
high_sat80_t,w12_14_c2016,next_only,full,asinh_land_total,hh_year,.1197209974726587,.16980059,.48440146,954,477,46,1.954888904934772,291,26,186,20
high_sat80_t,w12_14_c2016,next_only,full,asinh_rentin,hh_provyear,0,0,,980,490,45,.2635892122682905,292,26,198,19
high_sat80_t,w12_14_c2016,next_only,full,asinh_rentin,hh_year,.0031343187210997,.076509625,.96750396,982,491,46,.2668591283637335,292,26,199,20
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,any_abandon,hh_provyear,.0604278146938131,.029818574,.045176148,2152,1076,109,.1263940520446097,198,20,878,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,any_abandon,hh_year,.0235153355882267,.032927297,.47666934,2152,1076,109,.1263940520446097,198,20,878,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,any_rentin,hh_provyear,.0136208494872184,.04411089,.75807875,2148,1074,109,.1471135940409684,199,20,875,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,any_rentin,hh_year,.0205714285714282,.040911581,.61611009,2148,1074,109,.1471135940409684,199,20,875,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_abandon,hh_provyear,.0422817399336661,.035355438,.23435277,2152,1076,109,.2071569095900599,198,20,878,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_abandon,hh_year,-.0280177940911537,.04809818,.5614357,2152,1076,109,.2071569095900599,198,20,878,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_land_total,hh_provyear,-.0436614698948172,.092987448,.63962919,2048,1024,109,2.027156681885078,186,20,838,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_land_total,hh_year,-.0653047207024044,.10090019,.51886225,2048,1024,109,2.027156681885078,186,20,838,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_rentin,hh_provyear,.1122098543298158,.077892564,.15259841,2148,1074,109,.2869345944620299,199,20,875,89
high_sat80_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_rentin,hh_year,.1139115823888045,.072634913,.11974213,2148,1074,109,.2869345944620299,199,20,875,89
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,any_abandon,hh_provyear,.0608374520552582,.030264381,.047024317,2056,1028,104,.1235408560311284,196,18,832,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,any_abandon,hh_year,.0194515306122457,.033225205,.55952901,2056,1028,104,.1235408560311284,196,18,832,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,any_rentin,hh_provyear,.0212794763789246,.044183046,.63109702,2052,1026,104,.148635477582846,197,18,829,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,any_rentin,hh_year,.0243765040137639,.041332603,.55664003,2052,1026,104,.148635477582846,197,18,829,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_abandon,hh_provyear,.0438387700146367,.035835389,.22399372,2056,1028,104,.2051927231533045,196,18,832,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_abandon,hh_year,-.0273336869869462,.049483109,.58188188,2056,1028,104,.2051927231533045,196,18,832,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_land_total,hh_provyear,-.0458953821136674,.093883529,.62598401,1956,978,104,2.051059458307852,184,18,794,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_land_total,hh_year,-.0712051158515957,.10261893,.4893201,1956,978,104,2.051059458307852,184,18,794,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_rentin,hh_provyear,.1168757102485537,.079096906,.14255901,2052,1026,104,.2942619333602123,197,18,829,86
high_sat80_t,w12_14_c2018,never_only,drop_official2014prov,asinh_rentin,hh_year,.1124631286148813,.074380942,.13359898,2052,1026,104,.2942619333602123,197,18,829,86
high_sat80_t,w12_14_c2018,never_only,full,any_abandon,hh_provyear,.0604278146938134,.0298289,.045058791,2292,1146,118,.1217277486910995,198,20,948,98
high_sat80_t,w12_14_c2018,never_only,full,any_abandon,hh_year,.0255721774709123,.032348678,.43082535,2292,1146,118,.1217277486910995,198,20,948,98
high_sat80_t,w12_14_c2018,never_only,full,any_rentin,hh_provyear,.0136208494872178,.044126168,.75811422,2288,1144,118,.145979020979021,199,20,945,98
high_sat80_t,w12_14_c2018,never_only,full,any_rentin,hh_year,.0190476190476201,.040520731,.63917935,2288,1144,118,.145979020979021,199,20,945,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_abandon,hh_provyear,.0422817399336662,.035367683,.23431277,2292,1146,118,.1990264618912825,198,20,948,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_abandon,hh_year,-.0241086119653626,.045824349,.59980816,2292,1146,118,.1990264618912825,198,20,948,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_land_total,hh_provyear,-.0436614698948175,.09302365,.6396867,2180,1090,118,2.041083484966429,186,20,904,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_land_total,hh_year,-.0693875824433006,.099966049,.48898822,2180,1090,118,2.041083484966429,186,20,904,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_rentin,hh_provyear,.1122098543298141,.077919543,.15251713,2288,1144,118,.2851825195751054,199,20,945,98
high_sat80_t,w12_14_c2018,never_only,full,asinh_rentin,hh_year,.1094809031529088,.071610384,.12900294,2288,1144,118,.2851825195751054,199,20,945,98
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,any_abandon,hh_provyear,-.0380143115258468,.041072678,.35708174,1490,745,94,.125503355704698,339,41,406,53
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,any_abandon,hh_year,-.0009683480271716,.038706396,.98009324,1494,747,96,.1258366800535475,340,42,407,54
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,any_rentin,hh_provyear,-.0327885700566622,.032107905,.30980918,1482,741,94,.1417004048582996,334,41,407,53
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,any_rentin,hh_year,-.0261120866256957,.036990661,.48197147,1486,743,96,.1426648721399731,335,42,408,54
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_abandon,hh_provyear,-.0418644357872646,.044756137,.35200998,1484,742,94,.1825314275817726,339,41,403,53
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_abandon,hh_year,.033988609472733,.052573163,.51951373,1488,744,96,.1840556864796025,340,42,404,54
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_land_total,hh_provyear,-.0782945717184708,.1561933,.61734271,1374,687,96,2.175953838188218,314,43,373,53
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_land_total,hh_year,-.2463080285973151,.16455843,.13769697,1378,689,98,2.177951538181824,315,44,374,54
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_rentin,hh_provyear,-.0135755690803769,.060610641,.82326418,1476,738,94,.2825252783942515,334,41,404,53
high_sat80_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_rentin,hh_year,-.0044455686410776,.071998812,.95089561,1480,740,96,.2873926399284208,335,42,405,54
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,any_abandon,hh_provyear,-.026867719560372,.040393557,.50769496,1390,695,89,.118705035971223,319,37,376,52
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,any_abandon,hh_year,.0101375994694963,.039241578,.79673576,1394,697,91,.1190817790530846,320,38,377,53
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,any_rentin,hh_provyear,-.0354303425248297,.034592681,.308541,1384,692,89,.1408959537572254,315,37,377,52
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,any_rentin,hh_year,-.0264047953921371,.038387492,.49331692,1388,694,91,.1419308357348703,316,38,378,53
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_abandon,hh_provyear,-.0352839551246445,.049405914,.47701544,1384,692,89,.1831838397789029,319,37,373,52
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_abandon,hh_year,.0429344002150609,.056056555,.44573265,1388,694,91,.1848160354497835,320,38,374,53
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_land_total,hh_provyear,-.0779355519423724,.17315041,.65371835,1282,641,91,2.218069178629487,296,39,345,52
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_land_total,hh_year,-.2619723765620601,.17412408,.13587412,1286,643,93,2.220078797003845,297,40,346,53
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_rentin,hh_provyear,-.0179123467361277,.06666939,.78880924,1378,689,89,.2896269707941816,315,37,374,52
high_sat80_t,w14_16_c2018,never_only,drop_official2014prov,asinh_rentin,hh_year,-.0075441363101134,.076315731,.9214738,1382,691,91,.2948189304909767,316,38,375,53
high_sat80_t,w14_16_c2018,never_only,full,any_abandon,hh_provyear,-.0380143115258472,.041092314,.35726026,1500,750,96,.1246666666666667,339,41,411,55
high_sat80_t,w14_16_c2018,never_only,full,any_abandon,hh_year,-.0010279840091375,.03852243,.97876555,1504,752,98,.125,340,42,412,56
high_sat80_t,w14_16_c2018,never_only,full,any_rentin,hh_provyear,-.0327885700566622,.032123346,.30998486,1492,746,96,.1414209115281501,334,41,412,55
high_sat80_t,w14_16_c2018,never_only,full,any_rentin,hh_year,-.0283256839290232,.036902431,.44459936,1496,748,98,.142379679144385,335,42,413,56
high_sat80_t,w14_16_c2018,never_only,full,asinh_abandon,hh_provyear,-.0418644357872647,.044777628,.35218921,1494,747,96,.1813096643449468,339,41,408,55
high_sat80_t,w14_16_c2018,never_only,full,asinh_abandon,hh_year,.0333064711068421,.052181073,.52479136,1498,749,98,.1828270103348789,340,42,409,56
high_sat80_t,w14_16_c2018,never_only,full,asinh_land_total,hh_provyear,-.078294571718471,.1562679,.6174866,1388,694,98,2.179826350604018,314,43,380,55
high_sat80_t,w14_16_c2018,never_only,full,asinh_land_total,hh_year,-.2424780593839306,.16388434,.14216366,1392,696,100,2.181792830878102,315,44,381,56
high_sat80_t,w14_16_c2018,never_only,full,asinh_rentin,hh_provyear,-.013575569080377,.060639914,.82333779,1486,743,96,.2818477505848905,334,41,409,55
high_sat80_t,w14_16_c2018,never_only,full,asinh_rentin,hh_year,-.0086804756357962,.071809873,.90403503,1490,745,98,.2866842641297281,335,42,410,56
started_t,w12_14_c2016,never_only,drop_adminstart2014,any_abandon,hh_provyear,-.0138126046872206,.034225345,.68723518,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,any_abandon,hh_year,-.0144581797151736,.036373653,.69170612,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,any_rentin,hh_provyear,-.0013075615149025,.030660456,.96605361,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,any_rentin,hh_year,.0070543837185795,.028480601,.80479348,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_abandon,hh_provyear,-.037076127708492,.062623076,.55492032,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_abandon,hh_year,-.0443655346619781,.073535509,.54742432,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_land_total,hh_provyear,-.0217416808168277,.079264745,.78432798,2402,1201,122,1.972693581542667,741,77,460,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_land_total,hh_year,-.0232035669808383,.092099279,.80151427,2402,1201,122,1.972693581542667,741,77,460,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_rentin,hh_provyear,.058688095781906,.051364787,.25547108,2512,1256,122,.2818946842930974,781,77,475,45
started_t,w12_14_c2016,never_only,drop_adminstart2014,asinh_rentin,hh_year,.0709058399577059,.063400939,.26562351,2512,1256,122,.2818946842930974,781,77,475,45
started_t,w12_14_c2016,never_only,drop_official2014prov,any_abandon,hh_provyear,-.0275542719737204,.034128185,.42113137,2398,1199,115,.1284403669724771,741,72,458,43
started_t,w12_14_c2016,never_only,drop_official2014prov,any_abandon,hh_year,-.0258502318948194,.036170818,.47627333,2398,1199,115,.1284403669724771,741,72,458,43
started_t,w12_14_c2016,never_only,drop_official2014prov,any_rentin,hh_provyear,-.0028346676529816,.032000978,.92957062,2390,1195,115,.1493723849372385,739,72,456,43
started_t,w12_14_c2016,never_only,drop_official2014prov,any_rentin,hh_year,.00639199487216,.029544897,.82910275,2390,1195,115,.1493723849372385,739,72,456,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_abandon,hh_provyear,-.0564308829094885,.063888296,.37894702,2396,1198,115,.204419913954085,740,72,458,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_abandon,hh_year,-.0622199544213323,.075285539,.41027361,2396,1198,115,.204419913954085,740,72,458,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_land_total,hh_provyear,-.0228203432722792,.082820334,.78339994,2284,1142,115,1.987083894217722,700,72,442,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_land_total,hh_year,-.0220142071346229,.096401088,.81977504,2284,1142,115,1.987083894217722,700,72,442,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_rentin,hh_provyear,.0624049076565412,.053727884,.24786499,2390,1195,115,.2894300378822546,739,72,456,43
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_rentin,hh_year,.0753671259855698,.066088587,.25651178,2390,1195,115,.2894300378822546,739,72,456,43
started_t,w12_14_c2016,never_only,full,any_abandon,hh_provyear,-.0138126046872206,.034225345,.68723518,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_only,full,any_abandon,hh_year,-.0144581797151736,.036373653,.69170612,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_only,full,any_rentin,hh_provyear,-.0013075615149025,.030660456,.96605361,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_only,full,any_rentin,hh_year,.0070543837185795,.028480601,.80479348,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_only,full,asinh_abandon,hh_provyear,-.037076127708492,.062623076,.55492032,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_only,full,asinh_abandon,hh_year,-.0443655346619781,.073535509,.54742432,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_only,full,asinh_land_total,hh_provyear,-.0217416808168277,.079264745,.78432798,2402,1201,122,1.972693581542667,741,77,460,45
started_t,w12_14_c2016,never_only,full,asinh_land_total,hh_year,-.0232035669808383,.092099279,.80151427,2402,1201,122,1.972693581542667,741,77,460,45
started_t,w12_14_c2016,never_only,full,asinh_rentin,hh_provyear,.058688095781906,.051364787,.25547108,2512,1256,122,.2818946842930974,781,77,475,45
started_t,w12_14_c2016,never_only,full,asinh_rentin,hh_year,.0709058399577059,.063400939,.26562351,2512,1256,122,.2818946842930974,781,77,475,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_abandon,hh_provyear,-.0138126046872206,.034225345,.68723518,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_abandon,hh_year,-.0144581797151736,.036373653,.69170612,2520,1260,122,.1293650793650794,783,77,477,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_rentin,hh_provyear,-.0013075615149025,.030660456,.96605361,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_rentin,hh_year,.0070543837185795,.028480601,.80479348,2512,1256,122,.1468949044585987,781,77,475,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_abandon,hh_provyear,-.037076127708492,.062623076,.55492032,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_abandon,hh_year,-.0443655346619781,.073535509,.54742432,2518,1259,122,.2040172932758549,782,77,477,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_land_total,hh_provyear,-.0217416808168277,.079264745,.78432798,2402,1201,122,1.972693581542667,741,77,460,45
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_land_total,hh_year,-.0232035669808383,.092099279,.80151427,2402,1201,122,1.972693581542667,741,77,460,45
