threshold,window,ctrlset,restriction,outcome,treated_pre,treated_post,treated_change,control_pre,control_post,control_change,diff_change,se,p,treated_hh,control_hh
started_t,w12_14_c2016,never_only,drop_official2014prov,any_abandon,.1106612685560054,.15249662,.041835357,.08951965,.15720524,.067685589,-.025850233,.036170822,.47627339,741,458
started_t,w12_14_c2016,never_only,drop_official2014prov,any_rentin,.1569688768606225,.15020297,-.0067658997,.1491228,.13596492,-.013157895,.0063919947,.029544903,.82910281,739,456
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_abandon,.1788337232669879,.22774225,.048908528,.15068455,.26181304,.11112849,-.062219955,.075285554,.41027367,740,458
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_land_total,1.832366262633436,2.0625498,.23018366,1.9237407,2.1759386,.25219786,-.022014206,.09640111,.8197751,700,442
started_t,w12_14_c2016,never_only,drop_official2014prov,asinh_rentin,.2846165956044603,.28606692,.0014503206,.33301398,.25909716,-.073916808,.075367123,.066088594,.25651184,739,456
started_t,w12_14_c2016,never_only,full,any_abandon,.1123882503192848,.15453385,.042145595,.094339624,.1509434,.056603774,-.014458179,.036373656,.69170618,783,477
started_t,w12_14_c2016,never_only,full,any_rentin,.1562099871959027,.14852753,-.0076824585,.14526317,.13052632,-.014736842,.0070543839,.028480606,.80479348,781,475
started_t,w12_14_c2016,never_only,full,asinh_abandon,.1779086080563428,.23301715,.05510854,.15191035,.25138441,.099474072,-.044365536,.073535524,.54742438,782,477
started_t,w12_14_c2016,never_only,full,asinh_land_total,1.826184080591172,2.0493894,.22320524,1.9057196,2.1521285,.24640881,-.023203567,.092099294,.80151427,741,460
started_t,w12_14_c2016,never_only,full,asinh_rentin,.2808751374990013,.27896532,-.0019098165,.32154894,.24873328,-.072815657,.070905842,.063400947,.2656236,781,475
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_abandon,.1123882503192848,.15453385,.042145595,.094339624,.1509434,.056603774,-.014458179,.036373656,.69170618,783,477
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,any_rentin,.1562099871959027,.14852753,-.0076824585,.14526317,.13052632,-.014736842,.0070543839,.028480606,.80479348,781,475
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_abandon,.1779086080563428,.23301715,.05510854,.15191035,.25138441,.099474072,-.044365536,.073535524,.54742438,782,477
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_land_total,1.826184080591172,2.0493894,.22320524,1.9057196,2.1521285,.24640881,-.023203567,.092099294,.80151427,741,460
started_t,w12_14_c2016,never_plus_next,drop_adminstart2014,asinh_rentin,.2808751374990013,.27896532,-.0019098165,.32154894,.24873328,-.072815657,.070905842,.063400947,.2656236,781,475
started_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_abandon,.1106612685560054,.15249662,.041835357,.08951965,.15720524,.067685589,-.025850233,.036170822,.47627339,741,458
started_t,w12_14_c2016,never_plus_next,drop_official2014prov,any_rentin,.1569688768606225,.15020297,-.0067658997,.1491228,.13596492,-.013157895,.0063919947,.029544903,.82910281,739,456
started_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_abandon,.1788337232669879,.22774225,.048908528,.15068455,.26181304,.11112849,-.062219955,.075285554,.41027367,740,458
started_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_land_total,1.832366262633436,2.0625498,.23018366,1.9237407,2.1759386,.25219786,-.022014206,.09640111,.8197751,700,442
started_t,w12_14_c2016,never_plus_next,drop_official2014prov,asinh_rentin,.2846165956044603,.28606692,.0014503206,.33301398,.25909716,-.073916808,.075367123,.066088594,.25651184,739,456
started_t,w12_14_c2016,never_plus_next,full,any_abandon,.1123882503192848,.15453385,.042145595,.094339624,.1509434,.056603774,-.014458179,.036373656,.69170618,783,477
started_t,w12_14_c2016,never_plus_next,full,any_rentin,.1562099871959027,.14852753,-.0076824585,.14526317,.13052632,-.014736842,.0070543839,.028480606,.80479348,781,475
started_t,w12_14_c2016,never_plus_next,full,asinh_abandon,.1779086080563428,.23301715,.05510854,.15191035,.25138441,.099474072,-.044365536,.073535524,.54742438,782,477
started_t,w12_14_c2016,never_plus_next,full,asinh_land_total,1.826184080591172,2.0493894,.22320524,1.9057196,2.1521285,.24640881,-.023203567,.092099294,.80151427,741,460
started_t,w12_14_c2016,never_plus_next,full,asinh_rentin,.2808751374990013,.27896532,-.0019098165,.32154894,.24873328,-.072815657,.070905842,.063400947,.2656236,781,475
started_t,w12_14_c2016,next_only,drop_adminstart2014,any_abandon,.1123882503192848,.15453385,.042145595,,,,0,0,,783,0
started_t,w12_14_c2016,next_only,drop_adminstart2014,any_rentin,.1562099871959027,.14852753,-.0076824585,,,,0,0,,781,0
started_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_abandon,.1779086080563428,.23301715,.05510854,,,,0,0,,782,0
started_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_land_total,1.826184080591172,2.0493894,.22320524,,,,0,0,,741,0
started_t,w12_14_c2016,next_only,drop_adminstart2014,asinh_rentin,.2808751374990013,.27896532,-.0019098165,,,,0,0,,781,0
started_t,w12_14_c2016,next_only,drop_official2014prov,any_abandon,.1106612685560054,.15249662,.041835357,,,,0,0,,741,0
started_t,w12_14_c2016,next_only,drop_official2014prov,any_rentin,.1569688768606225,.15020297,-.0067658997,,,,0,0,,739,0
started_t,w12_14_c2016,next_only,drop_official2014prov,asinh_abandon,.1788337232669879,.22774225,.048908528,,,,0,0,,740,0
started_t,w12_14_c2016,next_only,drop_official2014prov,asinh_land_total,1.832366262633436,2.0625498,.23018366,,,,0,0,,700,0
started_t,w12_14_c2016,next_only,drop_official2014prov,asinh_rentin,.2846165956044603,.28606692,.0014503206,,,,0,0,,739,0
started_t,w12_14_c2016,next_only,full,any_abandon,.1123882503192848,.15453385,.042145595,,,,0,0,,783,0
started_t,w12_14_c2016,next_only,full,any_rentin,.1562099871959027,.14852753,-.0076824585,,,,0,0,,781,0
started_t,w12_14_c2016,next_only,full,asinh_abandon,.1779086080563428,.23301715,.05510854,,,,0,0,,782,0
started_t,w12_14_c2016,next_only,full,asinh_land_total,1.826184080591172,2.0493894,.22320524,,,,0,0,,741,0
started_t,w12_14_c2016,next_only,full,asinh_rentin,.2808751374990013,.27896532,-.0019098165,,,,0,0,,781,0
started_t,w12_14_c2018,never_only,drop_adminstart2014,any_abandon,,,,.094339624,.1509434,.056603774,0,0,,0,477
started_t,w12_14_c2018,never_only,drop_adminstart2014,any_rentin,,,,.14526317,.13052632,-.014736842,0,0,,0,475
started_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_abandon,,,,.15191035,.25138441,.099474072,0,0,,0,477
started_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_land_total,,,,1.9057196,2.1521285,.24640881,0,0,,0,460
started_t,w12_14_c2018,never_only,drop_adminstart2014,asinh_rentin,,,,.32154894,.24873328,-.072815657,0,0,,0,475
started_t,w12_14_c2018,never_only,drop_official2014prov,any_abandon,,,,.08951965,.15720524,.067685589,0,0,,0,458
started_t,w12_14_c2018,never_only,drop_official2014prov,any_rentin,,,,.1491228,.13596492,-.013157895,0,0,,0,456
started_t,w12_14_c2018,never_only,drop_official2014prov,asinh_abandon,,,,.15068455,.26181304,.11112849,0,0,,0,458
started_t,w12_14_c2018,never_only,drop_official2014prov,asinh_land_total,,,,1.9237407,2.1759386,.25219786,0,0,,0,442
started_t,w12_14_c2018,never_only,drop_official2014prov,asinh_rentin,,,,.33301398,.25909716,-.073916808,0,0,,0,456
started_t,w12_14_c2018,never_only,full,any_abandon,,,,.094339624,.1509434,.056603774,0,0,,0,477
started_t,w12_14_c2018,never_only,full,any_rentin,,,,.14526317,.13052632,-.014736842,0,0,,0,475
started_t,w12_14_c2018,never_only,full,asinh_abandon,,,,.15191035,.25138441,.099474072,0,0,,0,477
started_t,w12_14_c2018,never_only,full,asinh_land_total,,,,1.9057196,2.1521285,.24640881,0,0,,0,460
started_t,w12_14_c2018,never_only,full,asinh_rentin,,,,.32154894,.24873328,-.072815657,0,0,,0,475
started_t,w14_16_c2018,never_only,drop_adminstart2014,any_abandon,,,,.33333334,0,-.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_adminstart2014,any_rentin,,,,0,.33333334,.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_abandon,,,,.16040394,0,-.16040394,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_land_total,,,,1.7659605,2.604964,.83900368,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_adminstart2014,asinh_rentin,,,,0,.69823754,.69823754,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_official2014prov,any_abandon,,,,.33333334,0,-.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_official2014prov,any_rentin,,,,0,.33333334,.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_official2014prov,asinh_abandon,,,,.16040394,0,-.16040394,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_official2014prov,asinh_land_total,,,,1.7659605,2.604964,.83900368,0,0,,0,3
started_t,w14_16_c2018,never_only,drop_official2014prov,asinh_rentin,,,,0,.69823754,.69823754,0,0,,0,3
started_t,w14_16_c2018,never_only,full,any_abandon,,,,.33333334,0,-.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,full,any_rentin,,,,0,.33333334,.33333334,0,0,,0,3
started_t,w14_16_c2018,never_only,full,asinh_abandon,,,,.16040394,0,-.16040394,0,0,,0,3
started_t,w14_16_c2018,never_only,full,asinh_land_total,,,,1.7659605,2.604964,.83900368,0,0,,0,3
started_t,w14_16_c2018,never_only,full,asinh_rentin,,,,0,.69823754,.69823754,0,0,,0,3
