bundle,bundle_label,outcome,anchor,controls,stress,blocks,N,clusters,n_exog,n_instruments,dropped_exog,dropped_instr,ols_b,ols_se,ols_p,iv_b,iv_se,iv_p,first_stage_f,first_stage_p,partial_r2,ar_zero_stat,ar_zero_p,sargan_p,basmann_p,wooldridge_overid_p,status
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,channel_rent_main,channel_rent_imp_main,2532.0,128.0,13.0,2.0,"BMrent_b14_asinh_rentin_miss,BIrent_b14_any_rentout_imp,BMrent_b14_any_rentout_miss,BIrent_b14_asinh_rentout_imp,BMrent_b14_asinh_rentout_miss",,0.2253677834259038,0.16966163157701505,0.18406687818093825,0.4242763396456595,0.24657718353644067,0.08531191808944882,9.107090659790433,0.01052980649134716,0.28666803629827387,8.336869662719948,0.015476464453860857,0.1768777296950914,0.17800914284113845,0.07779041260279951,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,channel_land_main,channel_land_imp_main,2532.0,128.0,10.0,2.0,"BIland_b14_land_total_mu_imp,BMland_b14_land_total_mu_miss,BIland_b14_contract_land_mu_imp,BMland_b14_contract_land_mu_miss",,0.2774287977544273,0.14850961545717925,0.06175002434051846,0.6184247257627855,0.2605618178852717,0.017623826609939552,9.029426666026847,0.010946742746840155,0.28718398045018023,10.517464698296429,0.0052018947271896395,0.4310874259113443,0.4321250520776796,0.25336497739735464,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,channel_labor_cost_main,channel_labor_cost_imp_main,2532.0,128.0,14.0,2.0,"BMlabor_cost_b14_nonfarm_n_miss,BMlabor_cost_b14_nonfarm_any_miss",,0.2794633165788656,0.14750104233363184,0.05813836648815007,0.5903424456234075,0.2452266185073735,0.016069453395167077,-2.396090845626802e-13,1.0,0.28743476017120306,9.654538425960828,0.008008360560219207,0.23862610293729436,0.23998637428375225,0.27080239514719484,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,channel_gov_mobility_main,channel_gov_mobility_imp_main,2532.0,128.0,13.0,2.0,BMgov_mobility_b14_mobility_ease_miss,,0.2906930663030885,0.14611904152232316,0.04665416748226936,0.6490491978196973,0.27911723433606106,0.02005249914636975,9.23758586888004,0.009864696212668833,0.29438909430345805,11.11487941549951,0.0038586430153169766,0.32408211655346264,0.3254265941420671,0.16083570311735162,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,geo_dev_main_plus_rent,"geo_dev_main,channel_rent_imp_main",2532.0,128.0,17.0,2.0,"BMrent_b14_asinh_rentin_miss,BIrent_b14_any_rentout_imp,BMrent_b14_any_rentout_miss,BIrent_b14_asinh_rentout_imp,BMrent_b14_asinh_rentout_miss",,0.23199768175465552,0.17553083187975851,0.18627076119676556,0.4039754394656563,0.2667471283312511,0.1299115076144941,9.39607929530289,0.00911312453743851,0.3140290605718281,4.327706873106132,0.11488157813223701,0.3505460950520092,0.35227712843603454,0.2490014964167212,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,geo_dev_main_plus_land,"geo_dev_main,channel_land_imp_main",2532.0,128.0,14.0,2.0,"BIland_b14_land_total_mu_imp,BMland_b14_land_total_mu_miss,BIland_b14_contract_land_mu_imp,BMland_b14_contract_land_mu_miss",,0.28007746271920425,0.14387307708164596,0.05157092543907371,0.5085454672456204,0.25564027779570614,0.04666798636392899,9.30238625409789,0.009550200527662533,0.3142807988813311,4.830346346688337,0.08935186422075421,0.8090355662472496,0.8096261131573702,0.7521222898120328,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,geo_dev_main_plus_labor_cost,"geo_dev_main,channel_labor_cost_imp_main",2532.0,128.0,18.0,2.0,"BMlabor_cost_b14_nonfarm_n_miss,BMlabor_cost_b14_nonfarm_any_miss",,0.28283762966537423,0.1417196601702641,0.045960666882402856,0.49700949563394714,0.24824193492489185,0.04527210729486364,-1.6380757858735902e-14,1.0,0.3140126029441612,4.630158434293531,0.09875836033672629,0.6224968759257976,0.6238579759131423,0.7678042215551686,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,geo_dev_main_plus_gov_mobility,"geo_dev_main,channel_gov_mobility_imp_main",2532.0,128.0,17.0,2.0,BMgov_mobility_b14_mobility_ease_miss,,0.29441462247049144,0.14347044754531502,0.040160678374843606,0.5196408926073695,0.2576894604901798,0.04374362584494884,10.105609601576335,0.006391381730017298,0.334064115269469,5.376277269065931,0.06800740827408708,0.6745467852758978,0.6756896790095985,0.5785706370862254,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,baseline_channels_imputed_main,baseline_channels_imp_main,2532.0,128.0,20.0,2.0,"BM_b14_asinh_rentin_miss,BI_b14_any_rentout_imp,BM_b14_any_rentout_miss,BI_b14_asinh_rentout_imp,BM_b14_asinh_rentout_miss,BI_b14_land_total_mu_imp,BM_b14_land_total_mu_miss,BI_b14_contract_land_mu_imp,BM_b14_contract_land_mu_miss,BM_b14_nonfarm_n_miss,BM_b14_nonfarm_any_miss,BM_b14_mobility_ease_miss",,0.24087730167717306,6393349.449790941,0.9999999699387181,0.431598888074778,,,-3.081415955417088e-16,1.0,0.2941424672075904,7.4168344126533485,0.024516296817792754,0.0022788339551064185,0.0023378463968011243,0.060772769087171774,ok
geo_plus_net,terrain-area difficulty + net-distance survey difficulty,asinh_rentin,signoff_or_issue_t,baseline_bundle,geo_dev_main_plus_channels_main,"geo_dev_main,baseline_channels_imp_main",2532.0,128.0,24.0,2.0,"BM_b14_asinh_rentin_miss,BI_b14_any_rentout_imp,BM_b14_any_rentout_miss,BI_b14_asinh_rentout_imp,BM_b14_asinh_rentout_miss,BI_b14_land_total_mu_imp,BM_b14_land_total_mu_miss,BI_b14_contract_land_mu_imp,BM_b14_contract_land_mu_miss,BM_b14_nonfarm_n_miss,BM_b14_nonfarm_any_miss,BM_b14_mobility_ease_miss",,0.24781041828123995,0.17539062491102506,0.15768344516848964,0.39908781991006925,212027.98287159362,0.9999984981887504,-1.8278655475485673e-12,1.0,0.3337099212335538,4.763923138750564,0.09236921107141496,0.24391922695163226,0.2462282742023747,0.16146716881841672,ok
