subset,k,farm_income_any_rentin_b,farm_income_any_rentin_se,farm_income_any_rentin_p,farm_income_any_rentin_first_stage_f,farm_income_any_rentin_partial_r2,farm_income_any_rentin_overid_p,farm_income_any_rentin_N,farm_income_any_rentin_clusters,farm_income_asinh_rentin_b,farm_income_asinh_rentin_se,farm_income_asinh_rentin_p,farm_income_asinh_rentin_first_stage_f,farm_income_asinh_rentin_partial_r2,farm_income_asinh_rentin_overid_p,farm_income_asinh_rentin_N,farm_income_asinh_rentin_clusters,baseline_bundle_any_rentin_b,baseline_bundle_any_rentin_se,baseline_bundle_any_rentin_p,baseline_bundle_any_rentin_first_stage_f,baseline_bundle_any_rentin_partial_r2,baseline_bundle_any_rentin_overid_p,baseline_bundle_any_rentin_N,baseline_bundle_any_rentin_clusters,baseline_bundle_asinh_rentin_b,baseline_bundle_asinh_rentin_se,baseline_bundle_asinh_rentin_p,baseline_bundle_asinh_rentin_first_stage_f,baseline_bundle_asinh_rentin_partial_r2,baseline_bundle_asinh_rentin_overid_p,baseline_bundle_asinh_rentin_N,baseline_bundle_asinh_rentin_clusters,Fmin,pmax_farm,pmax_base,overid_min,score
geo+net+rugged+dist+costwork,5,0.16601909118995398,0.09886705950875775,0.09311006715045678,28.065183531349124,0.45377288992265385,0.16430191265411798,2772,130,0.3855713744549069,0.20268700292086944,0.057132017378556554,28.057982810136746,0.45375187970552,0.033940325789017844,2766,130,0.15452285433135937,0.10442969778020605,0.1389578495882906,31.52828657120943,0.4425145451376159,0.41530841131405327,2532,128,0.3609588357454377,0.19796224674488822,0.06824705437862133,31.52020442081629,0.4425015683055181,0.21764867353427408,2526,128,28.057982810136746,0.09311006715045678,0.1389578495882906,0.033940325789017844,6
raw+area+dist+costwork+burden4,5,0.16601909118995153,0.09886705950875493,0.09311006715045234,28.065183531370167,0.45377288992265297,0.1643019126541565,2772,130,0.3855713744548885,0.20268700292086067,0.057132017378557665,28.057982810136537,0.45375187970551945,0.033940325789017844,2766,130,0.1545228543313728,0.10442969778020945,0.1389578495882693,31.528286571280546,0.44251454513761534,0.41530841131413077,2532,128,0.3609588357454502,0.19796224674489496,0.06824705437862111,31.52020442082778,0.44250156830551723,0.21764867353427408,2526,128,28.057982810136537,0.09311006715045234,0.1389578495882693,0.033940325789017844,6
net+rugged+area+dist+workload,5,0.16601909118995156,0.0988670595087564,0.09311006715045722,28.065183531367847,0.4537728899226532,0.16430191265413718,2772,130,0.3855713744548827,0.20268700292086222,0.05713201737856344,28.057982810136387,0.4537518797055191,0.03394032578899164,2766,130,0.1545228543313637,0.104429697780208,0.13895784958828705,31.528286571273345,0.44251454513761523,0.41530841131405327,2532,128,0.36095883574544907,0.19796224674489135,0.06824705437861711,31.520204420837768,0.44250156830551723,0.21764867353427408,2526,128,28.057982810136387,0.09311006715045722,0.13895784958828705,0.03394032578899164,6
net+rugged+area+workload+costwork,5,0.16601909118995212,0.09886705950875672,0.093110067150457,28.06518353135661,0.4537728899226534,0.16430191265419536,2772,130,0.38557137445487705,0.20268700292086397,0.05713201737856921,28.057982810135996,0.4537518797055191,0.033940325789009074,2766,130,0.1545228543313703,0.10442969778020914,0.1389578495882744,31.52828657126807,0.442514545137615,0.41530841131413077,2532,128,0.36095883574546017,0.19796224674489427,0.06824705437861267,31.520204420854725,0.4425015683055169,0.21764867353427408,2526,128,28.057982810135996,0.093110067150457,0.1389578495882744,0.033940325789009074,6
net+raw+rugged+area+costwork,5,0.16601909118994923,0.09886705950875603,0.09311006715046055,28.06518353132894,0.4537728899226531,0.16430191265407923,2772,130,0.3855713744548734,0.2026870029208592,0.05713201737856566,28.05798281013529,0.4537518797055191,0.033940325789017844,2766,130,0.1545228543313591,0.10442969778020834,0.13895784958830015,31.52828657124626,0.44251454513761523,0.41530841131413077,2532,128,0.36095883574544363,0.19796224674489196,0.068247054378622,31.520204420816835,0.4425015683055171,0.21764867353427408,2526,128,28.05798281013529,0.09311006715046055,0.13895784958830015,0.033940325789017844,6
raw+rugged+dist+workload+burden4,5,0.16601909118994934,0.09886705950875432,0.09311006715045456,28.065183531392506,0.4537728899226531,0.16430191265413718,2772,130,0.38557137445489076,0.20268700292086073,0.05713201737855633,28.057982810133524,0.4537518797055189,0.033940325789017844,2766,130,0.15452285433137064,0.10442969778020861,0.1389578495882715,31.52828657130874,0.44251454513761557,0.41530841131413077,2532,128,0.3609588357454484,0.1979622467448922,0.06824705437861867,31.520204420814423,0.44250156830551757,0.21764867353427408,2526,128,28.057982810133524,0.09311006715045456,0.1389578495882715,0.033940325789017844,6
net+rugged+dist+workload+costwork,5,0.1660190911899481,0.09886705950875649,0.0931100671504641,28.065183531386424,0.45377288992265297,0.1643019126541565,2772,130,0.3855713744548958,0.2026870029208613,0.05713201737855389,28.057982810132955,0.4537518797055189,0.033940325789017844,2766,130,0.1545228543313598,0.10442969778020572,0.13895784958828838,31.52828657112491,0.44251454513761546,0.41530841131413077,2532,128,0.36095883574547627,0.1979622467448906,0.06824705437859513,31.52020442085353,0.44250156830551735,0.21764867353427408,2526,128,28.057982810132955,0.0931100671504641,0.13895784958828838,0.033940325789017844,6
net+rugged+workload+costwork+burden4,5,0.16601909118994645,0.09886705950875486,0.0931100671504621,28.065183531376363,0.4537728899226533,0.16430191265413718,2772,130,0.3855713744548736,0.20268700292085884,0.05713201737856499,28.057982810131705,0.45375187970551933,0.033940325789009074,2766,130,0.1545228543313764,0.1044296977802107,0.13895784958826463,31.528286571281512,0.44251454513761523,0.41530841131405327,2532,128,0.36095883574547116,0.19796224674489948,0.06824705437861134,31.52020442086001,0.4425015683055171,0.21764867353427408,2526,128,28.057982810131705,0.0931100671504621,0.13895784958826463,0.033940325789009074,6
net+rugged+dist+workload+burden4,5,0.16601909118994987,0.09886705950875559,0.09311006715045766,28.065183531367126,0.4537728899226534,0.1643019126541565,2772,130,0.38557137445487516,0.20268700292085962,0.05713201737856499,28.05798281013142,0.45375187970551933,0.033940325789017844,2766,130,0.15452285433136703,0.10442969778020861,0.13895784958828084,31.52828657127955,0.44251454513761534,0.41530841131413077,2532,128,0.36095883574545623,0.1979622467448929,0.06824705437861356,31.52020442083142,0.44250156830551735,0.21764867353427408,2526,128,28.05798281013142,0.09311006715045766,0.13895784958828084,0.033940325789017844,6
net+rugged+dist+costwork+burden4,5,0.16601909118994773,0.09886705950875521,0.09311006715046077,28.065183531367666,0.4537728899226533,0.1643019126541565,2772,130,0.38557137445487727,0.2026870029208606,0.05713201737856477,28.057982810131392,0.4537518797055192,0.033940325789017844,2766,130,0.15452285433136995,0.10442969778020914,0.13895784958827528,31.52828657127344,0.44251454513761534,0.41530841131405327,2532,128,0.3609588357454543,0.19796224674489332,0.06824705437861578,31.520204420841083,0.44250156830551723,0.21764867353427408,2526,128,28.057982810131392,0.09311006715046077,0.13895784958827528,0.033940325789017844,6
net+raw+rugged+area+burden4,5,0.1660190911899504,0.09886705950875671,0.09311006715046033,28.065183531359693,0.4537728899226531,0.16430191265411798,2772,130,0.3855713744548794,0.2026870029208606,0.05713201737856344,28.05798281013114,0.45375187970551933,0.03394032578899164,2766,130,0.15452285433136131,0.10442969778020851,0.13895784958829505,31.528286571334526,0.44251454513761546,0.41530841131405327,2532,128,0.36095883574544785,0.19796224674489243,0.06824705437861933,31.52020442086514,0.442501568305517,0.21764867353427408,2526,128,28.05798281013114,0.09311006715046033,0.13895784958829505,0.03394032578899164,6
raw+rugged+area+costwork+burden4,5,0.16601909118995137,0.09886705950875445,0.093110067150451,28.06518353138307,0.4537728899226533,0.16430191265419536,2772,130,0.38557137445488576,0.20268700292085948,0.05713201737855789,28.057982810130852,0.45375187970551933,0.033940325789017844,2766,130,0.15452285433137447,0.10442969778020987,0.1389578495882664,31.528286571245644,0.44251454513761546,0.41530841131413077,2532,128,0.36095883574544885,0.1979622467448939,0.06824705437862066,31.52020442083358,0.44250156830551735,0.21764867353427408,2526,128,28.057982810130852,0.093110067150451,0.1389578495882664,0.033940325789017844,6
rugged+area+dist+costwork+burden4,5,0.1660190911899483,0.09886705950875442,0.093110067150457,28.065183531356638,0.4537728899226532,0.1643019126541565,2772,130,0.385571374454888,0.2026870029208595,0.057132017378556554,28.057982810130568,0.4537518797055191,0.033940325789017844,2766,130,0.15452285433137267,0.10442969778020991,0.1389578495882713,31.528286571269007,0.44251454513761546,0.41530841131405327,2532,128,0.36095883574545723,0.19796224674489662,0.068247054378618,31.520204420828122,0.44250156830551723,0.21764867353427408,2526,128,28.057982810130568,0.093110067150457,0.1389578495882713,0.033940325789017844,6
net+area+dist+workload+burden4,5,0.16601909118994632,0.09886705950875534,0.09311006715046388,28.065183531354904,0.4537728899226533,0.16430191265413718,2772,130,0.385571374454877,0.20268700292085975,0.057132017378564104,28.057982810130568,0.453751879705519,0.033940325789017844,2766,130,0.15452285433136978,0.10442969778020887,0.13895784958827484,31.528286571282592,0.44251454513761546,0.41530841131413077,2532,128,0.3609588357454483,0.1979622467448921,0.06824705437861867,31.520204420825877,0.44250156830551723,0.21764867353427408,2526,128,28.057982810130568,0.09311006715046388,0.13895784958827484,0.033940325789017844,6
net+raw+rugged+area+workload,5,0.16601909118994862,0.09886705950875627,0.09311006715046233,28.06518353136222,0.45377288992265297,0.16430191265411798,2772,130,0.38557137445487355,0.20268700292085975,0.0571320173785661,28.05798281012703,0.4537518797055192,0.03394032578896977,2766,130,0.15452285433135943,0.10442969778020847,0.1389578495882997,31.52828657125016,0.44251454513761523,0.41530841131416907,2532,128,0.3609588357454447,0.19796224674489196,0.06824705437862111,31.520204420873547,0.442501568305517,0.21764867353429673,2526,128,28.05798281012703,0.09311006715046233,0.1389578495882997,0.03394032578896977,6
net+area+dist+costwork+burden4,5,0.16601909118994979,0.09886705950875545,0.09311006715045744,28.065183531369854,0.4537728899226532,0.1643019126541565,2772,130,0.38557137445487666,0.2026870029208595,0.05713201737856388,28.057982810126816,0.45375187970551933,0.033940325789017844,2766,130,0.15452285433137075,0.10442969778020939,0.1389578495882744,31.52828657126628,0.44251454513761534,0.41530841131413077,2532,128,0.3609588357454542,0.19796224674489374,0.06824705437861645,31.52020442083949,0.44250156830551746,0.21764867353427408,2526,128,28.057982810126816,0.09311006715045744,0.1389578495882744,0.033940325789017844,6
geo+rugged+dist+workload+burden4,5,0.16601909118995603,0.09886705950875553,0.09311006715044545,28.065183531366017,0.45377288992265297,0.1643019126541565,2772,130,0.3855713744548728,0.20268700292085787,0.057132017378564326,28.057982810125083,0.453751879705519,0.033940325789017844,2766,130,0.15452285433136942,0.10442969778020914,0.13895784958827662,31.52828657127128,0.44251454513761523,0.41530841131413077,2532,128,0.3609588357454508,0.1979622467448927,0.06824705437861756,31.52020442081721,0.442501568305517,0.21764867353427408,2526,128,28.057982810125083,0.09311006715044545,0.13895784958827662,0.033940325789017844,6
geo+net+rugged+dist+burden4,5,0.16601909118994004,0.09886705950875657,0.09311006715048031,28.065183531469938,0.45377288992265397,0.16430191265413718,2772,130,0.3855713744548977,0.20268700292086747,0.05713201737856011,28.05798281012496,0.4537518797055198,0.033940325789004744,2766,130,0.15452285433136204,0.10442969778020696,0.13895784958828727,31.52828657133585,0.442514545137616,0.41530841131405327,2532,128,0.36095883574544324,0.19796224674488905,0.06824705437861822,31.520204420867636,0.44250156830551846,0.21764867353427408,2526,128,28.05798281012496,0.09311006715048031,0.13895784958828727,0.033940325789004744,6
geo+rugged+dist+costwork+burden4,5,0.16601909118995334,0.09886705950875513,0.09311006715044923,28.0651835313746,0.4537728899226531,0.1643019126541565,2772,130,0.385571374454869,0.20268700292085717,0.05713201737856588,28.057982810122553,0.4537518797055191,0.033940325789017844,2766,130,0.1545228543313692,0.10442969778020957,0.13895784958827884,31.52828657126213,0.44251454513761523,0.41530841131413077,2532,128,0.3609588357454576,0.19796224674489507,0.06824705437861556,31.520204420834432,0.4425015683055171,0.21764867353427408,2526,128,28.057982810122553,0.09311006715044923,0.13895784958827884,0.033940325789017844,6
net+raw+rugged+costwork+burden4,5,0.16601909118994856,0.09886705950875443,0.09311006715045655,28.065183531389437,0.45377288992265297,0.1643019126541565,2772,130,0.3855713744548802,0.2026870029208598,0.05713201737856188,28.057982810117608,0.45375187970551933,0.033940325789017844,2766,130,0.15452285433137264,0.10442969778020945,0.1389578495882695,31.52828657127492,0.44251454513761534,0.41530841131413077,2532,128,0.3609588357454596,0.19796224674489513,0.06824705437861422,31.520204420850746,0.44250156830551723,0.21764867353427408,2526,128,28.057982810117608,0.09311006715045655,0.1389578495882695,0.033940325789017844,6
net+raw+area+dist+workload,5,0.16601909118995364,0.09886705950875656,0.09311006715045345,28.0651835313824,0.4537728899226532,0.16430191265407923,2772,130,0.3855713744548759,0.2026870029208593,0.057132017378564104,28.05798281011601,0.453751879705519,0.033940325789017844,2766,130,0.15452285433137247,0.10442969778020889,0.13895784958826773,31.528286571311515,0.4425145451376151,0.41530841131413077,2532,128,0.36095883574544696,0.1979622467448913,0.06824705437861844,31.52020442082476,0.442501568305517,0.21764867353427408,2526,128,28.05798281011601,0.09311006715045345,0.13895784958826773,0.033940325789017844,6
geo+rugged+area+costwork+burden4,5,0.16601909118996205,0.09886705950875622,0.09311006715043568,28.065183531308552,0.4537728899226524,0.16430191265419536,2772,130,0.38557137445486,0.20268700292085504,0.05713201737856921,28.057982810107738,0.45375187970551856,0.03394032578899164,2766,130,0.15452285433136692,0.10442969778021,0.1389578495882864,31.528286571257006,0.44251454513761435,0.41530841131405327,2532,128,0.3609588357454533,0.1979622467448929,0.068247054378616,31.520204420792524,0.442501568305516,0.21764867353416084,2526,128,28.057982810107738,0.09311006715043568,0.1389578495882864,0.03394032578899164,6
net+area+workload+costwork+burden4,5,0.1660190911899422,0.09886705950875382,0.09311006715046699,28.065183531365335,0.45377288992265374,0.1643019126541565,2772,130,0.38557137445486694,0.20268700292085687,0.05713201737856699,28.05798281010391,0.45375187970551945,0.033940325789017844,2766,130,0.1545228543313722,0.10442969778021062,0.13895784958827528,31.528286571268836,0.44251454513761523,0.41530841131405327,2532,128,0.3609588357454878,0.19796224674490115,0.06824705437860112,31.52020442084762,0.44250156830551723,0.21764867353427408,2526,128,28.05798281010391,0.09311006715046699,0.13895784958827528,0.033940325789017844,6
net+raw+rugged+dist+costwork,5,0.16601909118995012,0.09886705950875613,0.093110067150459,28.06518353135885,0.45377288992265297,0.16430191265411798,2772,130,0.3855713744548812,0.20268700292086014,0.05713201737856166,28.0579828101002,0.4537518797055191,0.033940325789022174,2766,130,0.15452285433136803,0.10442969778020869,0.13895784958827861,31.52828657128784,0.44251454513761523,0.41530841131405327,2532,128,0.3609588357454485,0.19796224674489202,0.06824705437861844,31.52020442082456,0.442501568305517,0.21764867353427408,2526,128,28.0579828101002,0.093110067150459,0.13895784958827861,0.033940325789022174,6
net+raw+area+dist+burden4,5,0.16601909118995406,0.09886705950875621,0.09311006715045145,28.06518353138827,0.45377288992265297,0.16430191265407923,2772,130,0.3855713744548846,0.20268700292086125,0.057132017378560995,28.057982810095623,0.45375187970551933,0.033940325789017844,2766,130,0.15452285433136992,0.1044296977802089,0.1389578495882744,31.528286571235174,0.442514545137615,0.41530841131405327,2532,128,0.36095883574545196,0.19796224674489227,0.068247054378616,31.52020442081795,0.4425015683055169,0.21764867353427408,2526,128,28.057982810095623,0.09311006715045145,0.1389578495882744,0.033940325789017844,6
net+raw+area+dist+costwork,5,0.16601909118995553,0.09886705950875656,0.09311006715044967,28.065183531352567,0.45377288992265297,0.16430191265419536,2772,130,0.38557137445487827,0.20268700292085942,0.05713201737856277,28.057982810095417,0.453751879705519,0.03394032578898287,2766,130,0.15452285433137142,0.10442969778020901,0.13895784958827107,31.528286571275352,0.442514545137615,0.41530841131405327,2532,128,0.36095883574545123,0.1979622467448922,0.06824705437861645,31.52020442079707,0.4425015683055169,0.21764867353427408,2526,128,28.057982810095417,0.09311006715044967,0.13895784958827107,0.03394032578898287,6
geo+rugged+workload+costwork+burden4,5,0.16601909118994732,0.09886705950875432,0.09311006715045855,28.065183531368803,0.4537728899226535,0.1643019126541565,2772,130,0.3855713744548662,0.2026870029208566,0.05713201737856699,28.05798281009453,0.4537518797055192,0.033940325789017844,2766,130,0.15452285433136967,0.10442969778021036,0.1389578495882806,31.528286571312606,0.44251454513761523,0.41530841131413077,2532,128,0.36095883574545634,0.19796224674489737,0.06824705437861978,31.520204420823518,0.44250156830551723,0.21764867353427408,2526,128,28.05798281009453,0.09311006715045855,0.1389578495882806,0.033940325789017844,6
geo+net+area+dist+workload,5,0.16601909118993885,0.09886705950875593,0.09311006715048054,28.06518353144976,0.45377288992265374,0.16430191265413718,2772,130,0.3855713744548837,0.20268700292086422,0.057132017378565214,28.057982810092355,0.45375187970551956,0.033940325789017844,2766,130,0.1545228543313605,0.10442969778020625,0.1389578495882886,31.528286571217205,0.4425145451376158,0.41530841131405327,2532,128,0.36095883574543697,0.19796224674488777,0.06824705437862133,31.52020442090117,0.44250156830551846,0.21764867353427408,2526,128,28.057982810092355,0.09311006715048054,0.1389578495882886,0.033940325789017844,6
geo+net+area+costwork+burden4,5,0.16601909118996017,0.09886705950875338,0.09311006715043013,28.065183531333275,0.45377288992265263,0.1643019126541565,2772,130,0.385571374454873,0.20268700292085493,0.05713201737856055,28.05798281008947,0.45375187970551845,0.033940325789022174,2766,130,0.15452285433138396,0.10442969778021248,0.1389578495882522,31.528286571354272,0.4425145451376148,0.41530841131405327,2532,128,0.3609588357454589,0.19796224674489685,0.06824705437861711,31.520204420964262,0.44250156830551624,0.21764867353427408,2526,128,28.05798281008947,0.09311006715043013,0.1389578495882522,0.033940325789022174,6
geo+raw+rugged+area+costwork,5,0.16601909118995908,0.09886705950875613,0.09311006715044146,28.06518353122208,0.4537728899226522,0.16430191265419536,2772,130,0.3855713744548653,0.20268700292085834,0.05713201737856988,28.05798281008497,0.45375187970551834,0.033940325789017844,2766,130,0.15452285433136637,0.1044296977802109,0.13895784958829105,31.528286571181553,0.44251454513761457,0.41530841131416907,2532,128,0.36095883574546084,0.19796224674489515,0.06824705437861334,31.52020442081728,0.4425015683055159,0.21764867353427408,2526,128,28.05798281008497,0.09311006715044146,0.13895784958829105,0.033940325789017844,6
net+raw+rugged+dist+burden4,5,0.16601909118994945,0.09886705950875636,0.09311006715046122,28.065183531367452,0.4537728899226531,0.16430191265413718,2772,130,0.38557137445488965,0.2026870029208627,0.05713201737855944,28.05798281007791,0.4537518797055191,0.033940325789009074,2766,130,0.15452285433137092,0.10442969778020905,0.1389578495882724,31.52828657122121,0.4425145451376151,0.41530841131413077,2532,128,0.3609588357454479,0.19796224674489155,0.06824705437861822,31.520204420792883,0.442501568305517,0.21764867353420625,2526,128,28.05798281007791,0.09311006715046122,0.1389578495882724,0.033940325789009074,6
geo+rugged+area+dist+burden4,5,0.1660190911899625,0.0988670595087564,0.09311006715043546,28.06518353132494,0.4537728899226522,0.16430191265413718,2772,130,0.3855713744548638,0.20268700292085612,0.0571320173785681,28.05798281006806,0.4537518797055181,0.03394032578899164,2766,130,0.1545228543313686,0.10442969778021019,0.13895784958828283,31.528286571352808,0.44251454513761457,0.41530841131413077,2532,128,0.36095883574545046,0.1979622467448929,0.068247054378618,31.52020442098988,0.442501568305516,0.21764867353422868,2526,128,28.05798281006806,0.09311006715043546,0.13895784958828283,0.03394032578899164,6
geo+raw+area+dist+costwork,5,0.1660190911899634,0.09886705950875627,0.09311006715043324,28.06518353118275,0.4537728899226522,0.16430191265419536,2772,130,0.3855713744548798,0.2026870029208593,0.05713201737856166,28.057982810065468,0.45375187970551834,0.033940325789017844,2766,130,0.15452285433138085,0.1044296977802114,0.13895784958825597,31.528286571401992,0.44251454513761435,0.41530841131405327,2532,128,0.3609588357454675,0.1979622467448967,0.06824705437861045,31.520204420852885,0.4425015683055158,0.21764867353422868,2526,128,28.057982810065468,0.09311006715043324,0.13895784958825597,0.033940325789017844,6
geo+net+rugged+area+burden4,5,0.16601909118994973,0.0988670595087561,0.09311006715045966,28.065183531174263,0.4537728899226523,0.1643019126541565,2772,130,0.38557137445485173,0.20268700292085431,0.05713201737857365,28.05798281005241,0.45375187970551867,0.033940325789017844,2766,130,0.1545228543313706,0.10442969778021108,0.13895784958828106,31.52828657113575,0.44251454513761457,0.4153084113139761,2532,128,0.3609588357454547,0.19796224674489496,0.06824705437861778,31.520204420638688,0.4425015683055159,0.21764867353427408,2526,128,28.05798281005241,0.09311006715045966,0.13895784958828106,0.033940325789017844,6
geo+net+area+workload+burden4,5,0.16601909118997274,0.09886705950875427,0.09311006715040815,28.06518353141331,0.45377288992265175,0.16430191265419536,2772,130,0.38557137445483824,0.2026870029208448,0.05713201737857054,28.057982810048486,0.45375187970551756,0.033940325789022174,2766,130,0.15452285433138419,0.10442969778021256,0.13895784958825175,31.528286570662885,0.4425145451376141,0.41530841131413077,2532,128,0.3609588357454529,0.1979622467448956,0.06824705437862,31.52020442092214,0.44250156830551557,0.21764867353427408,2526,128,28.057982810048486,0.09311006715040815,0.13895784958825175,0.033940325789022174,6
geo+raw+rugged+area+workload,5,0.16601909118995797,0.09886705950875635,0.09311006715044434,28.0651835311711,0.4537728899226522,0.16430191265407923,2772,130,0.3855713744548614,0.2026870029208565,0.0571320173785701,28.057982810030687,0.4537518797055181,0.033940325789017844,2766,130,0.1545228543313678,0.1044296977802106,0.1389578495882864,31.528286571290778,0.44251454513761457,0.41530841131413077,2532,128,0.36095883574545606,0.19796224674489496,0.06824705437861667,31.52020442100244,0.4425015683055158,0.21764867353420625,2526,128,28.057982810030687,0.09311006715044434,0.1389578495882864,0.033940325789017844,6
net+area+dist+workload+costwork,5,0.1660190911899466,0.0988670595087561,0.09311006715046588,28.065183531463504,0.45377288992265297,0.16430191265413718,2772,130,0.38557137445488093,0.20268700292085892,0.05713201737856033,28.057982810014323,0.4537518797055188,0.033940325789017844,2766,130,0.15452285433136276,0.10442969778020618,0.1389578495882826,31.52828657136638,0.44251454513761557,0.41530841131405327,2532,128,0.36095883574540333,0.1979622467448801,0.06824705437863621,31.5202044207947,0.44250156830551723,0.21764867353427408,2526,128,28.057982810014323,0.09311006715046588,0.1389578495882826,0.033940325789017844,6
geo+net+raw+rugged+workload,5,0.1660190911899161,0.09886705950875667,0.09311006715052783,28.065183530523655,0.45377288992265596,0.16430191265411798,2772,130,0.38557137445497447,0.2026870029208836,0.05713201737853035,28.05798280982373,0.45375187970552167,0.033940325789004744,2766,130,0.15452285433133756,0.10442969778019752,0.13895784958831414,31.528286572431437,0.44251454513761757,0.41530841131405327,2532,128,0.36095883574540544,0.19796224674487203,0.06824705437862333,31.520204423846813,0.442501568305521,0.21764867353427408,2526,128,28.05798280982373,0.09311006715052783,0.13895784958831414,0.033940325789004744,6
geo+net+rugged+workload+costwork,5,0.16601909118989275,0.09886705950875259,0.09311006715056047,28.065183532805577,0.45377288992265596,0.16430191265419536,2772,130,0.38557137445489603,0.2026870029208721,0.05713201737856677,28.05798280913791,0.453751879705521,0.033940325789009074,2766,130,0.15452285433136687,0.10442969778020518,0.13895784958826818,31.5282865733584,0.4425145451376169,0.41530841131413077,2532,128,0.3609588357455137,0.19796224674490695,0.06824705437858936,31.520204424678923,0.44250156830552034,0.21764867353427408,2526,128,28.05798280913791,0.09311006715056047,0.13895784958826818,0.033940325789009074,6
net+rugged+area+workload+burden4,5,0.16601909118996186,0.09886705950876251,0.093110067150457,28.065183531620733,0.45377288992265274,0.1643019126541565,2772,130,0.38557137445488926,0.20268700292087669,0.05713201737857698,28.057982808979318,0.4537518797055191,0.033940325789009074,2766,130,0.15452285433136284,0.10442969778020957,0.13895784958829505,31.52828657095904,0.4425145451376148,0.41530841131405327,2532,128,0.36095883574544096,0.19796224674488405,0.06824705437861311,31.52020442072319,0.44250156830551646,0.21764867353434214,2526,128,28.057982808979318,0.093110067150457,0.13895784958829505,0.033940325789009074,6
net+rugged+area+costwork+burden4,5,0.1660190911894926,0.09886705950859338,0.09311006715082204,28.06517418313888,0.45377288992265763,0.16430191265438865,2772,130,0.38557137445474293,0.20268700292054556,0.05713201737826523,28.05797632998656,0.4537518797055299,0.03394032578912709,2766,130,0.1545228543316829,0.10442969778030621,0.13895784958784252,31.52828790860076,0.44251454513762667,0.41530841131432406,2532,128,0.36095883574647086,0.19796224674522325,0.06824705437829848,31.520204612563248,0.4425015683055419,0.21764867353434214,2526,128,28.05797632998656,0.09311006715082204,0.13895784958784252,0.03394032578912709,6
geo+net+raw+area,4,0.16118477263262687,0.09658684162890596,0.0951556858804854,26.793284992211483,0.4496040659742333,0.09017324737824439,2772,130,0.3909141098795392,0.2047982325838631,0.05629089416867239,26.785943125307167,0.4495831590617805,0.015398645289349533,2766,130,0.15323947479310585,0.10305991066300585,0.13704200953687917,30.006310379203907,0.4401065379422847,0.2699529850440687,2532,128,0.3668619986245143,0.1994959202536568,0.0659232955963629,29.99660367630169,0.4400938810342474,0.12509202472538794,2526,128,26.785943125307167,0.0951556858804854,0.13704200953687917,0.015398645289349533,6
geo+net+raw+rugged,4,0.1611847726326117,0.09658684162890448,0.09515568588051138,26.793284998076178,0.44960406597423364,0.09017324737824439,2772,130,0.3909141098795271,0.2047982325838611,0.05629089416867772,26.785943124704506,0.4495831590617805,0.015398645289351642,2766,130,0.15323947479311237,0.10305991066300588,0.13704200953686252,30.00631037496159,0.4401065379422846,0.2699529850440687,2532,128,0.3668619986245287,0.19949592025365817,0.06592329559635424,29.99660368252879,0.4400938810342476,0.12509202472543346,2526,128,26.785943124704506,0.09515568588051138,0.13704200953686252,0.015398645289351642,6
geo+rugged+area+dist,4,0.16118477263260453,0.09658684162890004,0.09515568588051093,26.793284993413717,0.44960406597422964,0.09017324737828103,2772,130,0.3909141098794182,0.20479823258382956,0.05629089416870836,26.785943124028133,0.4495831590617759,0.015398645289349533,2766,130,0.15323947479313524,0.10305991066301794,0.13704200953684986,30.006310378090905,0.4401065379422805,0.26995298504397613,2532,128,0.36686199862456503,0.19949592025367863,0.06592329559635512,29.99660368210329,0.4400938810342421,0.12509202472541836,2526,128,26.785943124028133,0.09515568588051093,0.13704200953684986,0.015398645289349533,6
geo+raw+area+dist,4,0.16118477263261183,0.0965868416289006,0.09515568588049783,26.79328499319604,0.449604065974229,0.09017324737825672,2772,130,0.3909141098794085,0.20479823258382895,0.05629089416871369,26.785943124011396,0.4495831590617759,0.015398645289358193,2766,130,0.1532394747931458,0.10305991066301899,0.13704200953682677,30.006310378019407,0.44010653794228016,0.26995298504400744,2532,128,0.36686199862456315,0.1994959202536799,0.06592329559635823,29.996603682351065,0.44009388103424163,0.12509202472538794,2526,128,26.785943124011396,0.09515568588049783,0.13704200953682677,0.015398645289358193,6
geo+net+area+dist,4,0.16118477263259562,0.09658684162890174,0.09515568588053513,26.793284993345992,0.44960406597423086,0.09017324737821997,2772,130,0.3909141098794826,0.20479823258384736,0.05629089416868904,26.785943124005996,0.4495831590617779,0.015398645289358193,2766,130,0.15323947479313194,0.10305991066301436,0.13704200953684476,30.006310378075455,0.4401065379422825,0.26995298504397613,2532,128,0.36686199862453606,0.19949592025367197,0.06592329559636756,29.996603682288026,0.4400938810342444,0.12509202472538794,2526,128,26.785943124005996,0.09515568588053513,0.13704200953684476,0.015398645289358193,6
geo+raw+rugged+area,4,0.1611847726325955,0.09658684162889991,0.09515568588052914,26.793284993545626,0.4496040659742292,0.09017324737824439,2772,130,0.39091410987942227,0.20479823258382995,0.05629089416870614,26.78594312395944,0.4495831590617759,0.015398645289355972,2766,130,0.1532394747931407,0.10305991066301866,0.13704200953683854,30.00631037793704,0.4401065379422806,0.26995298504400744,2532,128,0.36686199862455915,0.19949592025368024,0.06592329559636156,29.996603681972886,0.44009388103424196,0.12509202472538794,2526,128,26.78594312395944,0.09515568588052914,0.13704200953683854,0.015398645289355972,6
