names,k,b_any_farm,p_any_farm,F_farm,over_any_farm,p_area_farm,over_area_farm,b_area_farm,b_any_base,p_any_base,F_base,over_any_base,p_area_base,over_area_base,b_area_base,score
net+rugged+area+costwork+burden4,5,0.1660190911894926,0.09311006715082204,28.06517418313888,0.16430191265438865,0.05713201737826523,0.03394032578912709,0.38557137445474293,0.1545228543316829,0.13895784958784252,31.52828790860076,0.41530841131432406,0.06824705437829848,0.21764867353434214,0.36095883574647086,9
geo+net+raw+rugged+costwork,5,0.1660190911899217,0.0931100671505174,28.06518353026233,0.1643019126541565,0.05713201737856233,0.03394032578899164,0.38557137445490236,0.15452285433133522,0.13895784958831947,31.528286573478212,0.41530841131393714,0.06824705437861334,0.21764867353422868,0.3609588357454214,9
geo+net+rugged+workload+costwork,5,0.16601909118989275,0.09311006715056047,28.065183532805577,0.16430191265419536,0.05713201737856677,0.033940325789009074,0.38557137445489603,0.15452285433136687,0.13895784958826818,31.5282865733584,0.41530841131413077,0.06824705437858936,0.21764867353427408,0.3609588357455137,9
geo+net+raw+rugged+burden4,5,0.16601909118992422,0.09311006715051473,28.065183530922532,0.16430191265407923,0.05713201737854501,0.03394032578897854,0.38557137445494105,0.15452285433132845,0.1389578495883348,31.528286572875835,0.4153084113139761,0.06824705437860512,0.21764867353416084,0.36095883574543725,9
geo+net+raw+rugged+workload,5,0.1660190911899161,0.09311006715052783,28.065183530523655,0.16430191265411798,0.05713201737853035,0.033940325789004744,0.38557137445497447,0.15452285433133756,0.13895784958831414,31.528286572431437,0.41530841131405327,0.06824705437862333,0.21764867353427408,0.36095883574540544,9
geo+rugged+dist+workload+costwork,5,0.1660190911899636,0.09311006715043524,28.06518353135891,0.16430191265419536,0.05713201737855478,0.033940325789009074,0.385571374454881,0.15452285433137278,0.13895784958825197,31.52828657164605,0.41530841131413077,0.06824705437859846,0.21764867353427408,0.3609588357454669,9
geo+raw+area+dist+burden4,5,0.1660190911899702,0.09311006715042347,28.065183531322806,0.16430191265419536,0.057132017378566546,0.03394032578899164,0.3855713744548625,0.15452285433137308,0.13895784958827284,31.528286571501106,0.4153084113139761,0.06824705437860912,0.21764867353422868,0.3609588357454715,9
geo+net+rugged+workload+burden4,5,0.1660190911899695,0.09311006715041348,28.06518353098943,0.1643019126541565,0.057132017378578315,0.033940325789017844,0.38557137445482514,0.15452285433137986,0.13895784958826418,31.528286571445733,0.41530841131413077,0.06824705437861645,0.21764867353427408,0.36095883574546284,9
geo+raw+area+dist+costwork,5,0.1660190911899634,0.09311006715043324,28.06518353118275,0.16430191265419536,0.05713201737856166,0.033940325789017844,0.3855713744548798,0.15452285433138085,0.13895784958825597,31.528286571401992,0.41530841131405327,0.06824705437861045,0.21764867353422868,0.3609588357454675,9
geo+rugged+area+dist+costwork,5,0.16601909118995187,0.09311006715045278,28.065183531370558,0.16430191265407923,0.057132017378566546,0.03394032578899164,0.3855713744548651,0.1545228543313681,0.13895784958828372,31.528286571366746,0.41530841131413077,0.068247054378614,0.21764867353429673,0.36095883574545795,9
net+area+dist+workload+costwork,5,0.1660190911899466,0.09311006715046588,28.065183531463504,0.16430191265413718,0.05713201737856033,0.033940325789017844,0.38557137445488093,0.15452285433136276,0.1389578495882826,31.52828657136638,0.41530841131405327,0.06824705437863621,0.21764867353427408,0.36095883574540333,9
