source,scope,anchor,outcome,design,fe,high_treated_support,N,clusters,mean_y,kept_regs,D_b,D_se,D_p,PM_b,PM_se,PM_p,DM_b,DM_se,DM_p,D_plus_DM_b,D_plus_DM_se,D_plus_DM_p
CLDS,mech,completed_t,landuse_rentout_pct_v_rank,heterogeneous_D_DM,provyear,9,392,137,0.5086475855502252,"PM,D,DM",0.08886321453313605,0.11821496819590388,0.45222628546254195,-0.016990054273276125,0.05456826122412095,0.7555314101626308,0.012129816204560849,0.16252737889884855,0.9405071560918026,0.10099303073769689,0.20065322365054408,0.6147384306275643
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_raw,overall_D,stackyear,10,486,180,25.55330350194553,D,11.998729137995499,8.81864568311823,0.17363726962930504,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_raw,overall_D,provyear,10,474,177,25.55330350194553,D,-4.167475728155343,14.672315532467945,0.7763822744788517,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_raw,heterogeneous_D_DM,stackyear,10,408,141,26.14484086799277,"PM,D,DM",15.703821243374522,11.177731629930792,0.16004500150034984,-1.0724978355814616,6.434278427869732,0.8676178920658002,2.0792821648598387,21.947476802825285,0.9245221339663962,17.78310340823436,19.297767298776833,0.35678373964833276
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_raw,heterogeneous_D_DM,provyear,10,392,137,26.14484086799277,"PM,D,DM",-13.26633139718696,19.36225822859315,0.4932401415208473,-2.228067782069056,7.658962146978172,0.7711202425178489,3.707672232007254,24.651754822084072,0.880447495346252,-9.558659165179705,31.308303695789533,0.7601319829113418
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_miss0,overall_D,stackyear,10,536,198,24.203436117936114,D,12.142787039748763,8.472936347322257,0.15182177628060553,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_miss0,overall_D,provyear,10,532,197,24.203436117936114,D,-6.185249457700651,12.348434107783328,0.6164461298645469,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_miss0,heterogeneous_D_DM,stackyear,10,440,151,25.014008650519035,"PM,D,DM",16.000734320765602,11.141081629982091,0.15094766343089408,-0.6253699759713265,5.957453717029714,0.916397474696308,1.602298457404457,21.73103684122352,0.941222696579875,17.60303277817006,18.997238326471408,0.35412901250260653
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_miss0,heterogeneous_D_DM,provyear,10,430,150,25.014008650519035,"PM,D,DM",-13.961959093068868,19.123395297783308,0.46533007816600536,-2.1556789055142254,7.036133708187593,0.7593209325576051,3.6352833554524224,24.457120089923254,0.8818384494490638,-10.326675737616446,31.027186365030158,0.7392651100382379
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_any,overall_D,stackyear,10,486,180,0.556420233463035,D,0.1617693459274033,0.10207497471801474,0.11300972064043349,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_any,overall_D,provyear,10,474,177,0.556420233463035,D,0.4514563106796119,0.22915630024622582,0.048829169328113924,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_any,heterogeneous_D_DM,stackyear,10,408,141,0.5605786618444847,"PM,D,DM",0.32755066724909937,0.12894401128273117,0.011077167761523702,0.04226427869251379,0.08868239521556956,0.6336610449730116,-0.4413005644464336,0.23928451838520504,0.06514665895698436,-0.11374989719733425,0.19915166699841472,0.5678829159341224
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_any,heterogeneous_D_DM,provyear,10,392,137,0.5605786618444847,"PM,D,DM",0.3115098787623306,0.2208069751612241,0.15830974146574495,-0.01858566937502035,0.09457940101680014,0.8442120715153278,-0.2496467162862898,0.23371180974721714,0.2854384845137985,0.06186316247604082,0.308875584493083,0.8412576525405289
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_high50,overall_D,stackyear,10,486,180,0.23994811932555124,D,0.08967344481814926,0.10349345969945706,0.3862352953554955,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_high50,overall_D,provyear,10,474,177,0.23994811932555124,D,-0.16504854368932048,0.19308926775517754,0.39267381432031156,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_high50,heterogeneous_D_DM,stackyear,10,408,141,0.24773960216998192,"PM,D,DM",0.09561782126855631,0.13466001904766614,0.47766173478026885,-0.03306720108109057,0.08192778980891714,0.686496605887147,0.12480961254697111,0.25133274103806036,0.6194774019000882,0.22042743381552743,0.21762404778049815,0.3111166301210343
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_high50,heterogeneous_D_DM,provyear,10,392,137,0.24773960216998192,"PM,D,DM",-0.23659203479794183,0.2643289782697174,0.3707514973160444,-0.056056836836777424,0.09435147657604523,0.5524266268091342,0.07088996415445366,0.27990771316866675,0.8000658223945846,-0.1657020706434882,0.38259092667651035,0.6649384385909252
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_logit,overall_D,stackyear,10,486,180,-2.2209710115198256,D,1.6908736790832228,0.7980716818232706,0.03411591240234083,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_logit,overall_D,provyear,10,474,177,-2.2209710115198256,D,1.4859393390049949,1.3794123123757271,0.2813791403919893,,,,,,,,,
CLDS,mech,high_sat80_t,landuse_rentout_pct_v_logit,heterogeneous_D_DM,stackyear,10,408,141,-2.1985129432479247,"PM,D,DM",2.3307144174397205,1.0025352459650776,0.020081564330401272,-0.03509765103321836,0.6037681912911286,0.9536442786659842,-0.5795973606137577,1.9529365393060836,0.7666325777243599,1.7511170568259629,1.7081041917150273,0.3052774895676932
