scope,anchor,design,a3_group,orientation,outcome,outcome_label,family,fe,term,b,se,p,N,clusters,mean_y,status
mech,completed_t,low insecurity: top-vs-bottom farm_orientation,low insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,bottom group DID,-1.7473311725423701,0.7832430713868592,0.025688243985669528,1214,83,6.409237306344771,ok
mech,completed_t,low insecurity: top-vs-bottom farm_orientation,low insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farm-orientation-minus-bottom differential,1.864184576051858,1.4866297111126783,0.2098540059015157,1214,83,6.409237306344771,ok
mech,completed_t,low insecurity: top-vs-bottom farm_orientation,low insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farm-orientation group DID,0.11685340350948792,1.62483115116577,0.9426677545368184,1214,83,6.409237306344771,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,bottom group DID,0.03569026115945398,0.06589565427285737,0.5880818075154346,672,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,top farmdep-minus-bottom differential,0.12826137599409534,0.10730562716688742,0.23197362571297264,672,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,top farmdep group DID,0.16395163715354932,0.06627731352733605,0.01337137643825752,672,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,bottom group DID,,,,670,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,top farmdep-minus-bottom differential,,,,670,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,top farmdep group DID,,,,670,44,0.13758079409048937,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,bottom group DID,0.054818256033941075,0.07702585741683417,0.47665898423892605,670,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farmdep-minus-bottom differential,0.32258737354553957,0.18085556042519668,0.07447664195565198,670,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farmdep group DID,0.37740562957948065,0.15020804593260415,0.011986120531243037,670,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,bottom group DID,,,,668,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,top farmdep-minus-bottom differential,,,,668,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,top farmdep group DID,,,,668,44,0.26421206162277594,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,bottom group DID,0.016860413284093014,0.0690416960101204,0.8070710911844292,672,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farmdep-minus-bottom differential,0.15865118356223523,0.1078618094940427,0.14132506387126528,672,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farmdep group DID,0.17551159684632825,0.06500941079023911,0.006938377064405363,672,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,bottom group DID,,,,670,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,top farmdep-minus-bottom differential,,,,670,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,top farmdep group DID,,,,670,44,0.12557710064635272,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,bottom group DID,0.643212137625691,0.12028480342051487,8.922184621023239e-08,704,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,top farmdep-minus-bottom differential,-0.4925959907819324,0.32226014557524857,0.1263720015692289,704,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,top farmdep group DID,0.15061614684375857,0.29405728719317337,0.6085110327722374,704,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,bottom group DID,,,,702,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,top farmdep-minus-bottom differential,,,,702,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,top farmdep group DID,,,,702,45,0.7351111111111112,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,bottom group DID,0.11766454963269976,0.04352504237097624,0.006863907817894619,704,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,top farmdep-minus-bottom differential,-0.07426512483450444,0.06435527834189178,0.24850568824225683,704,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,top farmdep group DID,0.04339942479819532,0.04559538049707526,0.34117904662960974,704,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,bottom group DID,,,,702,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,top farmdep-minus-bottom differential,,,,702,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,top farmdep group DID,,,,702,45,0.1902222222222222,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,bottom group DID,0.14987694410749983,0.04786112786180709,0.0017391798626170277,672,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,top farmdep-minus-bottom differential,-0.15637959028196097,0.05550122824670462,0.004838586530955693,672,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,top farmdep group DID,-0.006502646174461141,0.02206291156012768,0.7681986116617968,672,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,bottom group DID,,,,670,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,top farmdep-minus-bottom differential,,,,670,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,top farmdep group DID,,,,670,44,0.1837488457987073,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,stackyear,bottom group DID,-0.3358213384615069,0.06035090203237543,2.6293650245421356e-08,702,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,stackyear,top farmdep-minus-bottom differential,0.18467362242907606,0.1267111841962537,0.14499567175841205,702,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,stackyear,top farmdep group DID,-0.15114771603243085,0.10387714693020168,0.14565202639781444,702,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,provyear,bottom group DID,,,,700,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,provyear,top farmdep-minus-bottom differential,,,,700,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,rb_farm_any,Any own-farm production,farm-exit,provyear,top farmdep group DID,,,,700,45,0.7270294380017841,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,bottom group DID,-3.9294785815031488,0.6726335706638492,5.1599329977226226e-09,702,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,top farmdep-minus-bottom differential,3.6425922264785817,1.0016263770050366,0.00027617722781735787,702,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,top farmdep group DID,-0.28688635502456705,0.5886412622617768,0.6259958328301273,702,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,bottom group DID,,,,700,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farmdep-minus-bottom differential,,,,700,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farmdep,high insecurity,farmdep,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farmdep group DID,,,,700,45,5.647900201012262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,stackyear,bottom group DID,0.048988090785194935,0.058781784844684555,0.404625396653734,654,45,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,stackyear,top farm-orientation-minus-bottom differential,0.18124297313501694,0.0958346663632861,0.05859702185227404,654,45,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,stackyear,top farm-orientation group DID,0.23023106392021186,0.06055547150193883,0.0001435407535441939,654,45,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,provyear,bottom group DID,,,,650,44,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,provyear,top farm-orientation-minus-bottom differential,,,,650,44,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,any_rentin,Any rented-in land,rent-in,provyear,top farm-orientation group DID,,,,650,44,0.13352007469654528,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,stackyear,bottom group DID,0.06784998751557127,0.07085837737671964,0.3382929383406602,652,45,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farm-orientation-minus-bottom differential,0.40873517189520736,0.17462553654276722,0.01925082095762163,652,45,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farm-orientation group DID,0.4765851594107786,0.1397773095910441,0.000650574632409839,652,45,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,provyear,bottom group DID,,,,648,44,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,provyear,top farm-orientation-minus-bottom differential,,,,648,44,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rentin,asinh rented-in area,rent-in,provyear,top farm-orientation group DID,,,,648,44,0.26270051055558374,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,bottom group DID,0.04490552966163471,0.060715270347832626,0.45953758621987517,654,45,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farm-orientation-minus-bottom differential,0.12737097401970962,0.0915184790735575,0.16399768278430493,654,45,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farm-orientation group DID,0.17227650368134434,0.05120743586854438,0.0007674173342338746,654,45,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,bottom group DID,,,,650,44,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,top farm-orientation-minus-bottom differential,,,,650,44,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,top farm-orientation group DID,,,,650,44,0.1223155929038282,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,bottom group DID,0.6419028103146704,0.1218195903430607,1.3695207627899262e-07,690,46,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,top farm-orientation-minus-bottom differential,-0.4135885219287398,0.2446985808100225,0.09099049509115559,690,46,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,top farm-orientation group DID,0.22831428838593065,0.20505083858415976,0.2655143063446169,690,46,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,bottom group DID,,,,686,45,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,top farm-orientation-minus-bottom differential,,,,686,45,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,top farm-orientation group DID,,,,686,45,0.7937219730941704,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,bottom group DID,0.12446303196739361,0.04804668547158984,0.009584767212136847,690,46,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,top farm-orientation-minus-bottom differential,-0.03893413023568116,0.06253496925773819,0.5335488998163112,690,46,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,top farm-orientation group DID,0.08552890173171246,0.035713421993866665,0.016626387473527286,690,46,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,bottom group DID,,,,686,45,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,top farm-orientation-minus-bottom differential,,,,686,45,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,top farm-orientation group DID,,,,686,45,0.21704035874439462,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,bottom group DID,0.148464308133654,0.0571062318596123,0.009328035994246522,654,45,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,top farm-orientation-minus-bottom differential,-0.15889578068266608,0.05994415338178314,0.008031796077070358,654,45,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,top farm-orientation group DID,-0.010431472549012083,0.011813460820136262,0.37722773523386766,654,45,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,bottom group DID,,,,650,44,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,top farm-orientation-minus-bottom differential,,,,650,44,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,top farm-orientation group DID,,,,650,44,0.2119514472455649,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,stackyear,bottom group DID,-0.3285234427209728,0.055549226064293536,3.33703695591176e-09,688,46,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,stackyear,top farm-orientation-minus-bottom differential,0.1988854826736567,0.16546651282676442,0.22937585808042515,688,46,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,stackyear,top farm-orientation group DID,-0.1296379600473161,0.14533020886250891,0.3723803421533175,688,46,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,provyear,bottom group DID,,,,684,45,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,provyear,top farm-orientation-minus-bottom differential,,,,684,45,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,rb_farm_any,Any own-farm production,farm-exit,provyear,top farm-orientation group DID,,,,684,45,0.7164716471647165,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,bottom group DID,-3.2967662666186537,0.5484285600896518,1.8404630266590904e-09,680,46,5.613518131672262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,top farm-orientation-minus-bottom differential,2.909018504998687,0.8010785866030186,0.00028191280596547616,680,46,5.613518131672262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,top farm-orientation group DID,-0.3877477616199667,0.44886011084649985,0.38767035200376554,680,46,5.613518131672262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,bottom group DID,,,,676,45,5.613518131672262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farm-orientation-minus-bottom differential,,,,676,45,5.613518131672262,ok
mech,completed_t,high insecurity: top-vs-bottom farm_orientation,high insecurity,farm_orientation,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,top farm-orientation group DID,,,,676,45,5.613518131672262,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,low-insecurity DID,-0.20585577094034568,0.11467851332871891,0.07264280896208905,808,87,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,high-minus-low differential,0.1556091703748086,0.132688757980204,0.2409008221724127,808,87,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,high-insecurity DID,-0.05024660056553709,0.06054542360799431,0.40659575904033474,808,87,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,low-insecurity DID,-0.2935525619745505,0.0980171509376679,0.0027452567940338592,796,86,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,high-minus-low differential,-0.035097406083184124,0.044458781888399704,0.4298566549700309,796,86,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,high-insecurity DID,-0.3286499680577346,0.09717388530365503,0.000719388837020866,796,86,0.09048569527611444,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,low-insecurity DID,-0.4145949638586475,0.19604101054793574,0.034443763351483976,806,87,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-minus-low differential,0.3684083023659603,0.24023912457934918,0.12515106200355625,806,87,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-insecurity DID,-0.04618666149268724,0.08514090004939982,0.5874925244618479,806,87,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,low-insecurity DID,-0.4113952547876472,0.17551117987107923,0.019079031416961365,794,86,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,high-minus-low differential,-0.011356206608093247,0.07546632303633995,0.8803855700037816,794,86,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,high-insecurity DID,-0.42275146139574044,0.17573054123650797,0.016142394232787273,794,86,0.13702663347396685,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,low-insecurity DID,-0.21013855907331755,0.11581932432379208,0.06962150970030351,808,87,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-minus-low differential,0.17415168187674535,0.13436037084288363,0.19492256268343644,808,87,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-insecurity DID,-0.0359868771965722,0.06241932880215954,0.5642541667421406,808,87,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,low-insecurity DID,-0.29232120874475287,0.0958490136824679,0.0022898674922417284,796,86,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-minus-low differential,-0.01656592280607628,0.0454399935940746,0.7154346411273885,796,86,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-insecurity DID,-0.30888713155082914,0.0933354115539506,0.0009348570825874812,796,86,0.07119095143047238,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,low-insecurity DID,0.12041756786393802,0.14472384322758153,0.4053803555737139,834,89,1.0052117263843647,ok
mech,completed_t,high-minus-low A3 within farmdep bottom,high-minus-low,farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,high-minus-low differential,0.56619810603868,0.18944225594548025,0.002801088251291704,834,89,1.0052117263843647,ok
