scope,anchor,design,a3_group,orientation,outcome,outcome_label,family,fe,term,b,se,p,N,clusters,mean_y,status
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,high-insecurity DID,-0.28322979164974993,0.09214132644735794,0.0021130661718655685,824,90,0.0800794176042356,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,low-insecurity DID,-0.214570092169055,0.18677499354940977,0.25063187986932156,828,91,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-minus-low differential,0.20168766899467433,0.2275454718541627,0.3754224667704963,828,91,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-insecurity DID,-0.01288242317438068,0.07809686522085652,0.8689798573839607,828,91,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,low-insecurity DID,-0.2521198713693654,0.1672253479760002,0.13164018485425438,820,90,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,high-minus-low differential,-0.03175327112898674,0.07889118714872224,0.6873201147290137,820,90,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,high-insecurity DID,-0.28387314249835216,0.17100581625109265,0.09691034985207386,820,90,0.10984509008644623,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,low-insecurity DID,-0.11467124334634035,0.10698892181474588,0.28380770243945885,830,91,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-minus-low differential,0.09421845896555092,0.12223801104000413,0.4408380964469525,830,91,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-insecurity DID,-0.02045278438078943,0.05394120350255863,0.704563028376421,830,91,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,low-insecurity DID,-0.22749667135836876,0.0879234426807462,0.00966919097145201,822,90,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-minus-low differential,-0.040119541575552795,0.04680060264762097,0.3913099821629107,822,90,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-insecurity DID,-0.26761621293392157,0.08790625138882203,0.0023319411790510094,822,90,0.06423841059602649,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,low-insecurity DID,0.07273618283952551,0.24131055923817116,0.7630931265270637,864,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,high-minus-low differential,0.5161073013942743,0.2635110572067063,0.05016207600360796,864,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,high-insecurity DID,0.5888434842337998,0.11817175624601094,6.262342018438494e-07,864,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,low-insecurity DID,0.43727874457578636,0.14861516257551785,0.0032572502790761664,856,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,high-minus-low differential,1.4857051492608928,0.10358602652296571,1.18329133559119e-46,856,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,high-insecurity DID,1.9229838938366792,0.15157604132453895,7.017040219162846e-37,856,92,1.1703225806451614,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,low-insecurity DID,-0.03184062190503514,0.1168812830007879,0.7853002618971725,864,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,high-minus-low differential,0.09823038825245656,0.13093453849596218,0.45311909346383594,864,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,high-insecurity DID,0.06638976634742141,0.060605615122423497,0.2733242698438063,864,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,low-insecurity DID,0.1462220635009275,0.07622230807975876,0.05506498604536132,856,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,high-minus-low differential,0.06631109989165643,0.05599521342012667,0.23632281907338937,856,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,high-insecurity DID,0.21253316339258393,0.07404514405023468,0.004100582412351941,856,92,0.3367741935483871,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,low-insecurity DID,0.03773352425442451,0.07895616568705165,0.6327180218020316,832,91,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,high-minus-low differential,0.05853947949188321,0.10040135177941484,0.5598564813031472,832,91,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,high-insecurity DID,0.09627300374630772,0.0638602763790021,0.1316679568061437,832,91,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,low-insecurity DID,0.13421715500478648,0.07525637476633225,0.07451054414377004,824,90,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,high-minus-low differential,0.11322219551669714,0.06240991622777029,0.06965156274547946,824,90,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,high-insecurity DID,0.24743935052148364,0.07275265758265322,0.0006711430334020811,824,90,0.3170086035737922,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,low-insecurity DID,-0.13439390044027405,0.07547689919903315,0.07497839653105082,852,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,high-minus-low differential,-0.13526844918640343,0.10958338019093068,0.21705822355771165,852,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,high-insecurity DID,-0.26966234962667746,0.06789581942312763,7.13592420128562e-05,852,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,low-insecurity DID,-0.06187394182748177,0.1303764374646195,0.6350869541434019,844,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,high-minus-low differential,-0.3712812261466839,0.07924948708383081,2.8000513941915825e-06,844,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,high-insecurity DID,-0.4331551679741657,0.14740278321100841,0.003297174068517885,844,91,0.5937702790395847,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,low-insecurity DID,-3.0138753636324496,0.7635039645441253,7.899593932587904e-05,846,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,high-minus-low differential,0.24892269614403836,1.0016986302693522,0.8037471170985113,846,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,high-insecurity DID,-2.7649526674884113,0.6031931235382908,4.564705174998466e-06,846,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,low-insecurity DID,-1.3625212634969253,0.9203634584326289,0.13876212536113877,838,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,high-minus-low differential,-3.211768914714155,0.5684303660834352,1.602224646405378e-08,838,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation bottom,high-minus-low,farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,high-insecurity DID,-4.57429017821108,1.0083232042737102,5.71868975837915e-06,838,92,2.579725534113197,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,low-insecurity DID,0.005331137738576342,0.06811309874201647,0.9376141507974068,1008,98,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,high-minus-low differential,0.23323249213475494,0.09138373736399212,0.010703524204966928,1008,98,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,high-insecurity DID,0.2385636298733313,0.06208023014886648,0.00012162484229043096,1008,98,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,low-insecurity DID,-0.35388936329232995,0.19918102258504597,0.07561394243451898,1002,97,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,high-minus-low differential,0.20834686965183336,0.09543756691103852,0.029030670526654027,1002,97,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,high-insecurity DID,-0.1455424936404966,0.2204269837924272,0.5090771754874753,1002,97,0.19103194103194104,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,low-insecurity DID,-0.07416517199535927,0.13387655015330518,0.5795913026295942,1006,98,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-minus-low differential,0.5519542778937174,0.19018327176961813,0.0037052460180974447,1006,98,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,high-insecurity DID,0.47778910589835816,0.13799580451579363,0.0005354899360686449,1006,98,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,low-insecurity DID,-0.6880124547936217,0.4527702260073083,0.1286210808321727,1000,97,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,high-minus-low differential,0.466934082936049,0.19781042336842378,0.018249676920772864,1000,97,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,high-insecurity DID,-0.22107837185757273,0.49070033174956834,0.6523236979138675,1000,97,0.4471377839152204,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,low-insecurity DID,0.0021978354944827937,0.06772918193005055,0.9741129120503693,1008,98,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-minus-low differential,0.17778489648895407,0.08424822890141252,0.03483675483394887,1008,98,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,high-insecurity DID,0.17998273198343687,0.05149267035937968,0.0004735153611064427,1008,98,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,low-insecurity DID,-0.36842479111532767,0.18865827932633614,0.05083519157601288,1002,97,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-minus-low differential,0.1601598481186438,0.09018835205544824,0.07575972226082138,1002,97,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,high-insecurity DID,-0.20826494299668386,0.2091764171075612,0.3194238490277972,1002,97,0.17639827904118008,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,low-insecurity DID,0.004356535300285288,0.10587030769848277,0.9671765238972945,1076,100,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,high-minus-low differential,0.19268464048669404,0.2251617593255719,0.39213002049847145,1076,100,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,high-insecurity DID,0.19704117578697933,0.19875073406638016,0.3214910418451694,1076,100,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,low-insecurity DID,-0.12028969259810751,0.06815714813604552,0.0775826901634916,1068,98,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,high-minus-low differential,0.16504545224853842,0.2418814482211621,0.4950238160878304,1068,98,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,high-insecurity DID,0.04475575965043091,0.2481223466102409,0.8568559921378388,1068,98,0.14766686355581807,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,low-insecurity DID,0.009356535655328974,0.02445999917983333,0.7020727630350356,1076,100,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,high-minus-low differential,0.0666859600072421,0.04201277857878908,0.11244969105672936,1076,100,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,high-insecurity DID,0.07604249566257107,0.03391620332789984,0.024956860611943497,1076,100,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,low-insecurity DID,-0.03290065490850854,0.027044326981955625,0.22377718069297559,1068,98,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,high-minus-low differential,0.032968373056373526,0.05027917175858065,0.5120130713372348,1068,98,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,high-insecurity DID,6.771814786498548e-05,0.05501600873350344,0.9990178994756623,1068,98,0.01594802126402835,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,low-insecurity DID,0.015154551337699839,0.027780427374748198,0.5854015573084943,1008,98,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,high-minus-low differential,-0.030967450298320476,0.03013874778697135,0.30418685083614316,1008,98,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,high-insecurity DID,-0.015812898960620637,0.010915822083874573,0.1474432009865165,1008,98,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,low-insecurity DID,-0.0357765847660387,0.0264493082736341,0.17616834183163443,1002,97,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,high-minus-low differential,-0.06086185381895334,0.04158932420088409,0.14335771681789128,1002,97,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,high-insecurity DID,-0.09663843858499205,0.04656192843047748,0.03794189685098601,1002,97,0.010442260442260442,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,low-insecurity DID,-0.008309060147820057,0.04633672677924363,0.8576871502079852,1074,100,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,high-minus-low differential,-0.10812229440495863,0.14402126319325387,0.4528101010105262,1074,100,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,high-insecurity DID,-0.11643135455277868,0.13964588273080064,0.40441541908875855,1074,100,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,low-insecurity DID,-0.08505250413776475,0.10043942754440427,0.39710440532890245,1066,98,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,high-minus-low differential,-0.20386683543009293,0.15136579111630616,0.1780289313876562,1066,98,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,high-insecurity DID,-0.28891933956785765,0.19124499142786414,0.1308575307044704,1066,98,0.8993487270574304,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,low-insecurity DID,-1.2625993227998265,0.9647581884856108,0.19062886797348744,1050,100,9.350813041622805,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,high-minus-low differential,1.212331903971221,1.0509696593033047,0.2486902287873568,1050,100,9.350813041622805,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,high-insecurity DID,-0.050267418828605415,0.4234786045159778,0.9055120852507391,1050,100,9.350813041622805,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,low-insecurity DID,-3.6550261933120356,3.0891461898249335,0.2367365087051574,1042,98,9.350813041622805,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,high-minus-low differential,0.23488639482188903,1.01714113445742,0.8173707171519679,1042,98,9.350813041622805,ok
adjacent,completed_t,high-minus-low A3 within farm-orientation top,high-minus-low,farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,high-insecurity DID,-3.4201397984901467,3.235682225294015,0.290508246534944,1042,98,9.350813041622805,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,bottom group DID,-0.20021508687225395,0.1120172504006368,0.07387941713341827,1174,82,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,top farmdep-minus-bottom differential,0.1983115500876533,0.11121391269498544,0.07456121355180201,1174,82,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,stackyear,top farmdep group DID,-0.0019035367846006457,0.06616004859594117,0.9770466751035763,1174,82,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,bottom group DID,-0.309445494856211,0.09380628697927743,0.0009710896374985263,1166,80,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,top farmdep-minus-bottom differential,0.07390700185506018,0.12151445166305437,0.5430443981458714,1166,80,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,any_rentin,Any rented-in land,rent-in,provyear,top farmdep group DID,-0.23553849300115082,0.15736416587894486,0.13445223750701135,1166,80,0.13736263736263737,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,bottom group DID,-0.3993264683385134,0.19624102083913783,0.04186318485181159,1174,82,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farmdep-minus-bottom differential,0.3332602188889267,0.2024176168962923,0.09968158105972615,1174,82,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,stackyear,top farmdep group DID,-0.06606624944958667,0.12107578401868899,0.5852994615515676,1174,82,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,bottom group DID,-0.4735613402635913,0.15437670977414147,0.002158070185392888,1166,80,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,top farmdep-minus-bottom differential,0.1226308784749443,0.24965968880022957,0.6232905529117955,1166,80,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,asinh_rentin,asinh rented-in area,rent-in,provyear,top farmdep group DID,-0.350930461788647,0.3203836614330734,0.2733657657217713,1166,80,0.2864212808148113,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,bottom group DID,-0.20480222931031647,0.11183926288859002,0.06706780031465075,1174,82,0.11944027986006997,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farmdep-minus-bottom differential,0.19560833605564534,0.11087971567302109,0.07770690183083845,1174,82,0.11944027986006997,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,top farmdep group DID,-0.009193893254671126,0.06582307263278135,0.8889161126192302,1174,82,0.11944027986006997,ok
adjacent,high_sat80_t,low insecurity: top-vs-bottom farmdep,low insecurity,farmdep,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,bottom group DID,-0.3176476152772011,0.08691368148885509,0.00025743457794556924,1166,80,0.11944027986006997,ok
