scope,anchor,design,group,outcome,outcome_label,family,fe,b,se,p,N,clusters,mean_y,status
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.5833333333333336,0.16792147459784498,0.0005130555145947978,370.0,35.0,1.2661290322580645,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.1111111111111111,0.06538720854553288,0.08926662523080328,370.0,35.0,0.36451612903225805,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.138888888888889,0.07393873043112081,0.06032206988278642,362.0,35.0,0.3588039867109635,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.3333333333333335,0.03985722513089927,6.104755628011847e-17,368.0,35.0,0.5665584415584416,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.424195017794479,0.8266054680455184,0.00336016420554755,362.0,35.0,2.643970638324678,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.2316272965879267,0.06328937558955502,0.000252399108013646,280.0,32.0,0.22522522522522523,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.47684801160273427,0.14416375480989316,0.0009407120271434142,280.0,32.0,0.5112691485425885,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.17454068241469833,0.05431778758286455,0.0013120791646393391,280.0,32.0,0.21621621621621623,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.21488434461951061,0.203792122315482,0.29168650401505003,308.0,33.0,0.16382978723404254,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.08246731478377474,0.035058295299015926,0.018658168523288502,308.0,33.0,0.01702127659574468,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.012467191601049879,0.010231703450682745,0.22303918620284746,280.0,32.0,0.009009009009009009,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13074086490110637,0.14896659680741842,0.38013247933036287,308.0,33.0,0.9191489361702128,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.1908488717093654,0.4329347612357656,0.6593390149969403,306.0,33.0,9.627129183557551,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.20908854166666682,0.10595043466634586,0.048443610624743255,454.0,54.0,0.09873708381171067,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.2878965113878758,0.08817338615466867,0.0010941847838789559,436.0,50.0,0.09873708381171067,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.4181401098918755,0.1889530730870977,0.02690240420267075,454.0,54.0,0.15450077448969587,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.42052781839880116,0.14785200652971878,0.0044516341824905065,436.0,50.0,0.15450077448969587,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.21278645833333348,0.10863419512238827,0.05014290370756184,454.0,54.0,0.07577497129735936,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.2878965113878758,0.08817338615466867,0.0010941847838789559,436.0,50.0,0.07577497129735936,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.1208282446099445,0.1446103640926294,0.4034117853587791,472.0,56.0,0.9231638418079096,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.2979426133626918,0.11266497647900085,0.008181152846220653,456.0,53.0,0.9231638418079096,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.027989974217134853,0.06439726210138734,0.6638198304424862,472.0,56.0,0.24519774011299436,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.0986031789719948,0.05792008550032197,0.0886803278510206,456.0,53.0,0.24519774011299436,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.010182291666666676,0.05831049978727905,0.8613767203510565,454.0,54.0,0.2261768082663605,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.09860317897199479,0.0595570028667464,0.09780079158135932,436.0,50.0,0.2261768082663605,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13518392038247667,0.09924925150174518,0.17317740884774802,466.0,55.0,0.6043083900226758,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.0477533888391936,0.13476575507945315,0.7230813630378774,452.0,53.0,0.6043083900226758,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.659613074369483,0.8372432599065895,0.0014899636998767598,466.0,56.0,2.2896425382015657,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.941681752247022,0.747774338920364,0.00941474988202526,450.0,53.0,2.2896425382015657,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,-0.0075720339545943035,0.06818894577200914,0.9115807500803155,716.0,64.0,0.1658119658119658,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.1658119658119658,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07958039693932614,0.12563924251237035,0.526469863048022,716.0,64.0,0.38062387160718225,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,-1.0185841811337868,0.15634468956962003,7.269421594483576e-11,704.0,62.0,0.38062387160718225,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.013076149864279078,0.06791370636634687,0.8473187214023163,716.0,64.0,0.14884516680923868,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.14884516680923868,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.21803447089173458,0.07879304648340786,0.005654368318196796,756.0,65.0,0.2206611570247934,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.11976047904191614,0.07962482042209679,0.1325660101271076,748.0,64.0,0.2206611570247934,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,-0.055205522104719976,0.04320761482545304,0.20136214284015908,756.0,65.0,0.04049586776859504,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.02395209580838322,0.0428524565898614,0.5762003802594251,748.0,64.0,0.04049586776859504,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.010986091369209689,0.027344702129926787,0.6878584060394819,716.0,64.0,0.03247863247863248,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.031249999999999983,0.0560060865324092,0.5768614085037889,704.0,62.0,0.03247863247863248,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,0.009229670531553422,0.05319703957210765,0.8622586618251749,756.0,65.0,0.8808933002481389,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.02395209580838324,0.07684743606067293,0.7552808910895246,748.0,64.0,0.8808933002481389,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.9380554789789295,0.8087503307172164,0.24609658645267718,740.0,65.0,9.174779728800416,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-4.889160304294073,1.5470657326568342,0.0015761779337448163,732.0,64.0,9.174779728800416,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.028571428571428626,0.10663318968035869,0.7887445525579839,354.0,33.0,0.07705479452054795,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.0402473751269367,0.11525475011707727,0.7269364541491905,352.0,33.0,0.11176606447678306,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.028571428571428626,0.10663318968035869,0.7887445525579839,354.0,33.0,0.06335616438356165,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.6761904761904765,0.15012156667366633,6.659645791403725e-06,362.0,33.0,1.1312292358803986,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.14285714285714302,0.05340352676168223,0.007471794471933779,362.0,33.0,0.313953488372093,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.17142857142857143,0.059003596374484116,0.003667935154809978,354.0,33.0,0.3082191780821918,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.3333333333333334,0.04103259016887939,4.524661089725531e-16,360.0,33.0,0.5702341137123745,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.385565251996164,0.6498528263609867,0.0002416680475095755,360.0,33.0,2.407288920249249,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,0.1618037135278517,0.0683990513551223,0.018001650524959077,318.0,33.0,0.20841683366733466,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.3730092430989216,0.15287217556541285,0.014686960132182554,318.0,33.0,0.4420148077930522,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.1790450928381966,0.06750557106471157,0.007994524067854317,318.0,33.0,0.19839679358717435,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.16007714561234304,0.294969265637014,0.5873426188930613,342.0,34.0,0.27915869980879543,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.05062680810028921,0.04639157310654711,0.2751438905364444,342.0,34.0,0.04780114722753346,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.0,0.024761045890250223,1.0,318.0,33.0,0.03807615230460922,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.1504339440694309,0.10723462157157589,0.1606619761808432,342.0,34.0,0.9063097514340345,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,0.14338457287082146,0.608179109397901,0.8136185691750839,342.0,34.0,9.371814885024827,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.11316397228637404,0.10223272861891963,0.26832631731437584,466.0,56.0,0.08853575482406356,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.23275593818068674,0.08134035602597633,0.004216331734564088,460.0,55.0,0.08853575482406356,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.21337267333611892,0.18454981291989533,0.24760782536404868,464.0,56.0,0.12776208850327375,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.2731621498982275,0.14218639498396263,0.054712128438938905,458.0,55.0,0.12776208850327375,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.11349107513491043,0.10189897578649598,0.2653818587136716,464.0,56.0,0.06818181818181818,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.23271267228627102,0.08150667506885753,0.00430183533615174,458.0,55.0,0.06818181818181818,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.08298562549689822,0.24721757292317062,0.7371133161110855,488.0,57.0,1.1076581576026636,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.44780970162154704,0.16473238053877517,0.006559703902544662,478.0,55.0,1.1076581576026636,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,-0.014389011078290779,0.11653970629122094,0.9017359241251129,488.0,57.0,0.32075471698113206,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.16206825018151644,0.08280075586117874,0.05030890008501777,478.0,55.0,0.32075471698113206,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.034064665127020756,0.07928034201997357,0.6674331344839419,466.0,56.0,0.28944381384790013,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.17404833523493413,0.0735314736517437,0.017933369639619674,460.0,55.0,0.28944381384790013,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.14277369901420733,0.07778579730922454,0.06643569646326102,478.0,56.0,0.6082589285714286,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.11433703538472367,0.126487442632602,0.3660273160422084,470.0,55.0,0.6082589285714286,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.9764739716062336,0.7746194466162667,0.00012178821640261173,478.0,57.0,2.537207940291068,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.4785635682082614,0.8617366083955904,0.08619952625332797,468.0,55.0,2.537207940291068,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.007309638661181947,0.06849596869574574,0.9150140240862907,728.0,66.0,0.17438921651221567,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,-0.3280085197018107,0.18863136471409206,0.08205474224155519,718.0,65.0,0.17438921651221567,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07389446641696558,0.13452993182248588,0.5828139966609323,726.0,66.0,0.41207284513614373,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.6262011942570285,0.4315918607657369,0.14680476323156005,716.0,65.0,0.41207284513614373,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.003750110976295438,0.06805372479226685,0.9560546901889542,728.0,66.0,0.15682967959527824,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.33972310969116115,0.17654437512209029,0.05431786435271705,718.0,65.0,0.15682967959527824,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.0010405632341191975,0.10700421967813456,0.9922410886583528,768.0,67.0,0.1402936378466558,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.15278733654507917,0.06673399274336274,0.022050439522239174,758.0,65.0,0.1402936378466558,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.007413193517600114,0.024406193808011005,0.7613242264393643,768.0,67.0,0.015497553017944535,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.044046799724707486,0.026422044282971124,0.09550498381223536,758.0,65.0,0.015497553017944535,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.014200230830694573,0.027748024688767105,0.6088214674886765,728.0,66.0,0.010951979780960405,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.04472843450479238,0.027417238915623064,0.10280632224424589,718.0,65.0,0.010951979780960405,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.003950595457520521,0.04889917759550889,0.9356084583734146,766.0,67.0,0.8897058823529411,ok
mech,completed_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.008947006194081243,0.07691337302468448,0.9073943745551332,756.0,65.0,0.8897058823529411,ok
