scope,anchor,design,group,outcome,outcome_label,family,fe,b,se,p,N,clusters,mean_y,status
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.2316272965879267,0.06328937558955502,0.000252399108013646,280.0,32.0,0.22522522522522523,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.47684801160273427,0.14416375480989316,0.0009407120271434142,280.0,32.0,0.5112691485425885,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.17454068241469833,0.05431778758286455,0.0013120791646393391,280.0,32.0,0.21621621621621623,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.21488434461951061,0.203792122315482,0.29168650401505003,308.0,33.0,0.16382978723404254,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.08246731478377474,0.035058295299015926,0.018658168523288502,308.0,33.0,0.01702127659574468,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.012467191601049879,0.010231703450682745,0.22303918620284746,280.0,32.0,0.009009009009009009,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13074086490110637,0.14896659680741842,0.38013247933036287,308.0,33.0,0.9191489361702128,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.1908488717093654,0.4329347612357656,0.6593390149969403,306.0,33.0,9.627129183557551,ok
adjacent,completed_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.20490449297033642,0.10356431049620772,0.04786960304935589,458.0,55.0,0.09718969555035128,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.2878965113878758,0.08815574971361723,0.0010916640304014277,442.0,51.0,0.09718969555035128,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.40811825909476285,0.18318577995471538,0.025887672122379007,458.0,55.0,0.15182770667417234,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.42052781839880116,0.14782243317078117,0.004443689987101298,442.0,51.0,0.15182770667417234,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.20784158644240938,0.10631228611282702,0.05058188556072983,458.0,55.0,0.07728337236533958,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.2878965113878758,0.08815574971361723,0.0010916640304014277,442.0,51.0,0.07728337236533958,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.1847833503923571,0.1416077048512177,0.19192820873336736,476.0,57.0,0.9170506912442397,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.2979426133626918,0.1126449204082627,0.00816977778998624,462.0,54.0,0.9170506912442397,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.05854657113613087,0.06746383649419667,0.385492030941439,476.0,57.0,0.24193548387096775,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.0986031789719948,0.05790977484861584,0.08862356098095356,462.0,54.0,0.24193548387096775,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.04063734516409407,0.06365719729533763,0.5232277417756102,458.0,55.0,0.2259953161592506,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.09860317897199479,0.05954509027479471,0.09773369057818015,442.0,51.0,0.2259953161592506,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13099829736960947,0.09622241380993128,0.17338369489909222,470.0,56.0,0.608092485549133,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.047753388839193604,0.13474176473567973,0.7230340882908421,458.0,54.0,0.608092485549133,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.587144368141895,0.8281133407045776,0.0017832386305152448,470.0,57.0,2.323736482796218,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.941681752247022,0.7476412237721939,0.009402087191673257,456.0,54.0,2.323736482796218,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,-0.006559882572805626,0.06640431762761562,0.9213073994984408,716.0,64.0,0.1672473867595819,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.1672473867595819,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07479605808684685,0.12234951152523307,0.5409804242656824,716.0,64.0,0.38654576889504266,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,-1.0185841811337868,0.15634468956962003,7.269421594483576e-11,704.0,62.0,0.38654576889504266,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.012211822921001484,0.06615236965074416,0.8535416537429819,716.0,64.0,0.15082824760244115,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.49999999999999956,0.044554948576145205,3.176438966186652e-29,704.0,62.0,0.15082824760244115,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.21266639910436977,0.0774592263585611,0.006041379190437152,756.0,65.0,0.22344013490725126,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.11976047904191614,0.07962482042209679,0.1325660101271076,748.0,64.0,0.22344013490725126,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,-0.05384930609830789,0.04229873386485722,0.20299272541154845,756.0,65.0,0.04131534569983136,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.02395209580838322,0.0428524565898614,0.5762003802594251,748.0,64.0,0.04131534569983136,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,-0.010448901768217516,0.026656974058549013,0.6950757333826678,716.0,64.0,0.033101045296167246,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.031249999999999983,0.0560060865324092,0.5768614085037889,704.0,62.0,0.033101045296167246,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,0.006495004330284527,0.05156473358402227,0.8997649618114683,756.0,65.0,0.8827004219409282,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.02395209580838324,0.07684743606067293,0.7552808910895246,748.0,64.0,0.8827004219409282,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-0.8987061301242543,0.7902476459368211,0.2554353795865092,740.0,65.0,9.173516416861268,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-4.889160304294073,1.5470657326568342,0.0015761779337448163,732.0,64.0,9.173516416861268,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.02857142857142861,0.10663319005880066,0.7887445532899603,340.0,33.0,0.08156028368794327,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.0402473751269367,0.11525475052839018,0.7269364550847096,338.0,33.0,0.12035488866242336,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.02857142857142861,0.10663319005880066,0.7887445532899603,340.0,33.0,0.0673758865248227,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.6761904761904761,0.15012156668696822,6.659645803918618e-06,348.0,33.0,1.1357388316151202,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.14285714285714304,0.05340352694401348,0.007471794675487979,348.0,33.0,0.31443298969072164,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.1714285714285716,0.059003596531540664,0.0036679352454493126,340.0,33.0,0.3102836879432624,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.33333333333333326,0.04103259031068201,4.524662136828919e-16,346.0,33.0,0.5709342560553633,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.3855652519961636,0.6498528268985093,0.00024166805038087637,346.0,33.0,2.4279735438192,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,stackyear,0.1618037135278517,0.0683990513551223,0.018001650524959077,318.0,33.0,0.20934959349593496,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.3730092430989216,0.15287217556541285,0.014686960132182554,318.0,33.0,0.44536941791372814,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.1790450928381966,0.06750557106471157,0.007994524067854317,318.0,33.0,0.1991869918699187,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.16007714561234304,0.294969265637014,0.5873426188930613,342.0,34.0,0.2771317829457364,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.05062680810028921,0.04639157310654711,0.2751438905364444,342.0,34.0,0.046511627906976744,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.0,0.024761045890250223,1.0,318.0,33.0,0.036585365853658534,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.1504339440694309,0.10723462157157589,0.1606619761808432,342.0,34.0,0.9089147286821705,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,rb_farm_any,Any own-farm production,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,0.14338457287082146,0.608179109397901,0.8136185691750839,342.0,34.0,9.37436784202905,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farmdep top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,-0.11155323685167165,0.0997265091947518,0.26331440280793483,470.0,56.0,0.08660508083140878,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,-0.23275593818068674,0.08134035602597633,0.004216331734564088,464.0,55.0,0.08660508083140878,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.20882071941328095,0.17907093368100022,0.24356023755641665,468.0,56.0,0.12429810499258756,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.2731621498982275,0.14218639498396266,0.054712128438938905,462.0,55.0,0.12429810499258756,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,-0.11134844349511476,0.09948373023823566,0.263028019351634,468.0,56.0,0.06936416184971098,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.23271267228627102,0.08150667506885753,0.00430183533615174,462.0,55.0,0.06936416184971098,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,0.13368202362845066,0.2372681640127222,0.57314778908361,494.0,57.0,1.1059751972942502,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,0.4478097016215471,0.16473238053877515,0.006559703902544657,484.0,55.0,1.1059751972942502,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,-0.00031338900490887785,0.11561250381040442,0.9978371894554352,494.0,57.0,0.31905298759864714,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,0.16206825018151644,0.08280075586117874,0.05030890008501777,484.0,55.0,0.31905298759864714,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.07037659288079307,0.08052425447958725,0.3821291120620207,470.0,56.0,0.28983833718244806,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,0.17404833523493415,0.0735314736517437,0.01793336963961965,464.0,55.0,0.28983833718244806,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.13212439567057568,0.07455322154012174,0.07635874514269349,484.0,56.0,0.6156462585034014,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.11433703538472367,0.126487442632602,0.3660273160422084,476.0,55.0,0.6156462585034014,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-2.940755265788669,0.7586893610701209,0.00010614440069834304,484.0,57.0,2.5906299307648704,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation bottom,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-1.4785635682082612,0.8617366083955903,0.08619952625332797,474.0,55.0,2.5906299307648704,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,stackyear,0.007309638661181947,0.06849596869574574,0.9150140240862907,728.0,66.0,0.1758147512864494,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,any_rentin,Any rented-in land,rent-in,provyear,-0.3280085197018107,0.18863136471409206,0.08205474224155519,718.0,65.0,0.1758147512864494,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,stackyear,-0.07389446641696558,0.13452993182248588,0.5828139966609323,726.0,66.0,0.4181267056906418,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rentin,asinh rented-in area,rent-in,provyear,-0.6262011942570285,0.4315918607657369,0.14680476323156005,716.0,65.0,0.4181267056906418,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.003750110976295438,0.06805372479226685,0.9560546901889542,728.0,66.0,0.15879828326180256,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rentin_and_farm_any,Rent-in and own-farm production,rent-in,provyear,-0.33972310969116115,0.17654437512209029,0.05431786435271705,718.0,65.0,0.15879828326180256,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,stackyear,-0.0010405632341191975,0.10700421967813456,0.9922410886583528,768.0,67.0,0.14214463840399003,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,provyear,-0.15278733654507917,0.06673399274336274,0.022050439522239174,758.0,65.0,0.14214463840399003,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,stackyear,0.007413193517600114,0.024406193808011005,0.7613242264393643,768.0,67.0,0.015793848711554447,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,ib_nonfarm_curr_ge2,At least two current nonfarm workers,nonfarm,provyear,-0.044046799724707486,0.026422044282971124,0.09550498381223536,758.0,65.0,0.015793848711554447,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,stackyear,0.014200230830694573,0.027748024688767105,0.6088214674886765,728.0,66.0,0.011149228130360206,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,nonfarm_ge2_no_rentin,>=2 nonfarm workers without rent-in,nonfarm,provyear,-0.04472843450479238,0.027417238915623064,0.10280632224424589,718.0,65.0,0.011149228130360206,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,stackyear,-0.003950595457520521,0.04889917759550889,0.9356084583734146,766.0,67.0,0.890924229808493,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,rb_farm_any,Any own-farm production,farm-exit,provyear,-0.008947006194081243,0.07691337302468448,0.9073943745551332,756.0,65.0,0.890924229808493,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,stackyear,-1.220258976612904,0.978139466802164,0.2122029846366934,744.0,67.0,9.246559149731718,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,low insecurity + farm-orientation top,asinh_rb_inc_farm_w99,asinh farm income,farm-exit,provyear,-3.2139829820130004,2.9255260978194086,0.2719425760863501,734.0,65.0,9.246559149731718,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,stackyear,0.05555555555555557,0.0881832592092925,0.5286938255715867,362.0,35.0,0.06976744186046512,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,any_rentin,Any rented-in land,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,stackyear,0.06908636634438006,0.0957765012264892,0.47070712820671934,360.0,35.0,0.08921278463907709,ok
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,asinh_rentin,asinh rented-in area,rent-in,provyear,,,,,,,error: no regressors after FE
adjacent,high_sat80_t,simple DID within joint A3 x baseline-orientation group,high insecurity + farm-orientation bottom,rentin_and_farm_any,Rent-in and own-farm production,rent-in,stackyear,0.05555555555555557,0.0881832592092925,0.5286938255715867,362.0,35.0,0.05647840531561462,ok
